INEGI. IX Censo Ejidal 2007,,,,,,,,,,,,,,,
Total de ejidos y comunidades segun tematica de la capacitacion recibida en ultimos cinco años,,,,,,,,,,,,,,,cuadro 36
y ejidatarios participantes por entidad federativa y municipio,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
entidad_federativa_y_municipio,ejidos_y_comunidades,total,recibieron_capacitacion_tematica_organizacion_agraria_total,recibieron_capacitacion_tematica_organizacion_agraria_ejidatarios_participantes,recibieron_capacitacion_tematica_administracion_agraria_total,recibieron_capacitacion_tematica_administracion_agraria_ejidatarios_participantes,recibieron_capacitacion_tematica_manejo_o_cuidado_de_los_cultivos_o_del_bosque_total,recibieron_capacitacion_tematica_manejo_o_cuidado_de_los_cultivos_o_del_bosque_ejidatarios_participantes,recibieron_capacitacion_tematica_manejo_o_cuidado_de_los_animales_total,recibieron_capacitacion_tematica_manejo_o_cuidado_de_los_animales_ejidatarios_participantes,recibieron_capacitacion_tematica_comercializacion_total,recibieron_capacitacion_tematica_comercializacion_ejidatarios_participantes,recibieron_capacitacion_tematica_derechos_agrarios_total,recibieron_capacitacion_tematica_derechos_agrarios_ejidatarios_participantes,no recibieroncapacitacion sobre estas tematicas
Jonotla,4,3,2,72,1,43,1,29,2,49,1,29,1,29,1
Jopala,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
Juan C. Bonilla,C,C,0,0,0,0,2,29,0,0,0,0,0,0,C
Juan N. Mendez,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Lafragua,7,1,0,0,0,0,1,15,0,0,0,0,0,0,6
Libres,6,2,1,245,0,0,1,20,0,0,1,100,1,80,4
La Magdalena Tlatlauquitepec,C,C,0,0,0,0,1,12,0,0,0,0,0,0,C
Mazapiltepec de Juarez,3,2,1,40,0,0,2,130,0,0,0,0,0,0,1
Mixtla,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
Molcaxac,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Cañada Morelos,5,3,0,0,0,0,2,130,1,15,1,15,1,200,2
Nicolas Bravo,C,C,0,0,1,63,1,40,0,0,1,10,0,0,C
Nopalucan,6,2,1,100,0,0,2,14,1,1,0,0,1,100,4
Ocotepec,C,C,0,0,0,0,2,90,0,0,0,0,0,0,C
Ocoyucan,11,4,1,60,1,40,2,33,1,2,0,0,1,42,7
Olintla,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
Oriental,7,3,2,80,1,28,1,6,1,5,0,0,2,85,4
Pahuatlan,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
Palmar de Bravo,14,4,2,180,2,90,4,735,0,0,0,0,2,510,10
Pantepec,16,5,2,123,0,0,0,0,1,35,0,0,3,102,11
Petlalcingo,8,1,1,118,0,0,0,0,0,0,0,0,0,0,7
Piaxtla,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Puebla,20,1,0,0,0,0,1,70,1,3,0,0,0,0,19
Quecholac,12,3,1,50,0,0,3,82,1,50,0,0,0,0,9
Rafael Lara Grajales,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
Los Reyes de Juarez,3,1,0,0,0,0,1,50,0,0,0,0,0,0,2
San Andres Cholula,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
San Antonio Cañada,C,C,1,58,0,0,0,0,0,0,0,0,1,41,C
San Diego la Mesa Tochimiltzingo,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
San Felipe Teotlalcingo,3,1,0,0,0,0,1,23,0,0,0,0,0,0,2
San Gabriel Chilac,4,2,0,0,0,0,2,46,0,0,1,40,0,0,2
San Jeronimo Tecuanipan,3,1,0,0,0,0,0,0,0,0,0,0,1,6,2
San Jeronimo Xayacatlan,3,1,0,0,0,0,0,0,1,20,0,0,0,0,2
San Jose Chiapa,7,2,1,26,1,26,1,26,1,26,2,38,1,26,5
San Jose Miahuatlan,8,2,0,0,0,0,1,20,0,0,0,0,1,120,6
San Juan Atenco,5,2,0,0,0,0,2,128,1,10,0,0,2,142,3
San Martin Texmelucan,11,5,1,42,0,0,4,39,2,7,0,0,2,45,6
San Martin Totoltepec,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
San Matias Tlalancaleca,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
San Miguel Xoxtla,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
San Nicolas Buenos Aires,7,2,1,20,1,20,1,66,0,0,1,20,0,0,5
San Nicolas de los Ranchos,3,1,1,5,0,0,0,0,0,0,0,0,0,0,2
San Pablo Anicano,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
San Pedro Cholula,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
San Pedro Yeloixtlahuaca,C,C,0,0,0,0,0,0,0,0,1,15,0,0,C
San Salvador el Seco,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
San Salvador el Verde,8,2,0,0,0,0,1,57,0,0,0,0,2,135,6
San Salvador Huixcolotla,C,C,1,2,0,0,0,0,0,0,0,0,1,20,C
San Sebastian Tlacotepec,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
Santa Catarina Tlaltempan,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
Santa Ines Ahuatempan,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
Santa Isabel Cholula,4,2,0,0,0,0,0,0,1,7,0,0,1,61,2
Santiago Miahuatlan,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Huehuetlan el Grande,13,1,1,16,0,0,0,0,1,8,0,0,0,0,12
Santo Tomas Hueyotlipan,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
Soltepec,7,4,2,100,0,0,2,30,0,0,0,0,3,180,3
Tecali de Herrera,12,4,3,128,0,0,1,32,0,0,0,0,1,6,8
Tecamachalco,18,6,3,208,0,0,4,104,2,24,2,32,4,135,12
Tecomatlan,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Tehuacan,12,3,2,50,1,44,2,12,0,0,1,8,1,6,9
Tehuitzingo,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Tenampulco,8,7,3,196,4,223,2,118,2,53,1,20,6,300,1
Teopantlan,3,1,1,124,1,124,0,0,0,0,0,0,1,124,2
Teotlalco,4,4,2,215,1,150,3,448,4,449,0,0,4,484,0
Tepanco de Lopez,7,4,2,145,1,80,0,0,0,0,1,15,1,279,3
Tepatlaxco de Hidalgo,C,C,0,0,0,0,1,50,0,0,0,0,0,0,C
Tepeaca,23,2,1,15,0,0,0,0,2,13,1,8,1,10,21
Tepemaxalco,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Tepeojuma,8,1,0,0,0,0,1,30,1,1,0,0,0,0,7
Tepetzintla,3,1,0,0,0,0,1,23,0,0,0,0,0,0,2
Tepexco,4,4,1,12,1,12,3,202,1,1,0,0,2,81,0
Tepexi de Rodriguez,12,1,1,45,0,0,0,0,0,0,0,0,1,46,11
Tepeyahualco,14,9,0,0,0,0,4,92,3,145,2,45,4,356,5
Tepeyahualco de Cuauhtemoc,C,C,0,0,0,0,1,7,0,0,1,7,1,7,C
Tetela de Ocampo,4,1,0,0,0,0,0,0,0,0,0,0,1,26,3
Teziutlan,C,C,1,87,1,87,1,87,0,0,0,0,1,87,C
Tianguismanalco,6,5,2,21,2,46,3,192,0,0,0,0,3,85,1
Tilapa,7,6,6,395,1,139,1,139,2,164,0,0,6,429,1
Tlacotepec de Benito Juarez,18,4,3,10,0,0,1,40,2,45,0,0,2,70,14
Tlacuilotepec,4,1,0,0,1,30,1,30,0,0,0,0,1,30,3
Tlachichuca,24,13,3,150,0,0,10,468,1,15,3,44,1,300,11
Tlahuapan,18,13,2,190,2,125,13,675,0,0,0,0,2,90,5
Tlanepantla,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
Tlapacoya,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Tlapanala,6,1,1,10,1,10,0,0,0,0,0,0,1,6,5
Tlatlauquitepec,4,4,0,0,0,0,4,635,0,0,0,0,1,200,0
Tlaxco,C,C,0,0,0,0,1,8,0,0,0,0,0,0,C
Tochimilco,12,2,0,0,0,0,2,33,0,0,0,0,0,0,10
Tochtepec,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Totoltepec de Guerrero,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Tulcingo,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
Tuzamapan de Galeana,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
Tzicatlacoyan,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Venustiano Carranza,12,7,2,63,1,6,4,60,0,0,0,0,2,55,5
Vicente Guerrero,4,4,2,51,1,12,3,249,0,0,0,0,2,162,0
Xayacatlan de Bravo,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
Xicotepec,10,2,1,55,0,0,1,190,1,40,1,40,1,190,8
Xicotlan,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
Xiutetelco,3,1,0,0,1,20,0,0,0,0,0,0,1,20,2
Xochiapulco,C,C,0,0,0,0,1,120,0,0,0,0,1,120,C
Xochiltepec,3,1,0,0,0,0,1,12,0,0,0,0,0,0,2
Xochitlan de Vicente Suarez,C,C,0,0,0,0,1,25,0,0,0,0,0,0,C
Xochitlan Todos Santos,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Yehualtepec,9,2,0,0,0,0,1,21,1,40,0,0,0,0,7
Zacapala,7,4,1,27,1,27,2,33,2,129,0,0,1,42,3
Zacapoaxtla,10,6,2,142,1,30,3,45,1,30,0,0,4,198,4
Zacatlan,18,14,2,100,1,2,12,401,3,69,1,40,5,167,4
Zapotitlan,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Zaragoza,C,C,0,0,0,0,2,162,0,0,0,0,0,0,C
Zautla,8,3,0,0,1,10,2,160,0,0,0,0,2,100,5
Zihuateutla,8,8,1,85,0,0,6,173,3,66,1,20,1,90,0
Zinacatepec,C,C,0,0,0,0,1,20,0,0,0,0,0,0,C
Zoquiapan,C,C,0,0,0,0,1,21,0,0,0,0,0,0,C
Zoquitlan,C,C,0,0,0,0,1,49,0,0,0,0,0,0,C
Queretaro,378,137,55,628,19,222,50,1086,43,826,7,145,40,1720,241
Amealco de Bonfil,23,2,0,0,0,0,2,50,1,25,0,0,0,0,21
Pinal de Amoles,19,13,6,18,2,8,4,21,2,32,0,0,4,53,6
Arroyo Seco,13,9,2,4,0,0,4,93,5,143,0,0,0,0,4
Cadereyta de Montes,38,16,5,56,2,27,3,44,3,19,2,60,7,303,22
Colon,42,21,9,98,3,6,6,153,10,238,2,63,6,165,21
Corregidora,16,4,1,2,1,2,3,14,2,4,0,0,2,42,12
Ezequiel Montes,8,1,0,0,0,0,0,0,1,19,0,0,0,0,7
Huimilpan,16,5,3,30,2,106,2,90,2,18,0,0,3,146,11
Jalpan de Serra,6,2,2,53,1,51,0,0,1,40,0,0,1,51,4
Landa de Matamoros,4,1,0,0,0,0,1,30,0,0,0,0,0,0,3
El Marques,39,17,7,88,1,8,9,209,7,185,3,22,3,128,22
Pedro Escobedo,19,5,4,8,1,2,2,27,0,0,0,0,0,0,14
Peñamiller,16,8,4,61,3,6,3,46,0,0,0,0,2,56,8
Queretaro,41,8,1,2,1,2,3,6,1,2,0,0,2,18,33
San Joaquin,4,1,1,2,0,0,1,3,0,0,0,0,1,25,3
San Juan del Rio,52,16,7,187,2,4,5,197,6,62,0,0,4,427,36
Tequisquiapan,12,8,3,19,0,0,2,103,2,39,0,0,5,306,4
Toliman,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Quintana Roo,282,163,51,3233,28,1408,89,4059,51,1546,23,1029,104,6708,119
Cozumel,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
Felipe Carrillo Puerto,55,34,13,955,3,114,19,1206,2,40,7,153,22,1557,21
Isla Mujeres,C,C,1,232,1,232,2,282,2,75,1,35,1,232,C
Othon P. Blanco,105,50,21,1060,15,805,25,1091,17,544,9,582,32,2255,55
Benito Juarez,C,C,1,389,1,1,0,0,0,0,0,0,1,389,C
Jose Maria Morelos,65,44,9,360,4,165,26,859,14,454,2,145,35,1741,21
Lazaro Cardenas,34,22,4,157,3,51,13,362,10,227,4,114,12,514,12
Solidaridad,17,10,2,80,1,40,4,259,6,206,0,0,1,20,7
San Luis Potosi,1421,478,187,11838,76,4231,174,8980,165,4565,44,1132,120,7404,943
Ahualulco,14,3,0,0,0,0,1,12,2,59,0,0,0,0,11
Alaquines,11,3,0,0,1,97,0,0,3,42,0,0,0,0,8
Aquismon,28,18,7,637,2,129,4,163,4,122,1,35,5,329,10
Armadillo de los Infante,7,1,0,0,0,0,1,10,0,0,0,0,0,0,6
Cardenas,C,C,0,0,0,0,1,20,1,20,0,0,0,0,C
Catorce,21,8,2,132,0,0,4,103,5,113,0,0,1,1,13
Cedral,29,7,1,25,1,25,2,67,4,90,2,67,2,72,22
Cerritos,18,6,2,100,2,60,1,60,1,50,0,0,0,0,12
Cerro de San Pedro,5,1,0,0,0,0,1,5,0,0,0,0,0,0,4
Ciudad del Maiz,28,6,1,30,1,30,2,25,3,56,0,0,1,30,22
Ciudad Fernandez,15,2,0,0,0,0,2,31,1,1,0,0,0,0,13
Tancanhuitz,26,8,3,187,0,0,2,31,1,15,0,0,3,155,18
Ciudad Valles,60,23,13,1162,8,862,5,407,5,249,2,50,7,360,37
Coxcatlan,28,18,11,968,2,157,5,209,3,53,1,40,5,507,10
Charcas,27,11,7,310,1,40,0,0,5,92,2,17,0,0,16
ebano,92,24,5,71,4,45,9,115,12,110,4,16,7,135,68
Guadalcazar,52,15,3,70,2,105,2,55,11,662,0,0,4,247,37
Huehuetlan,13,9,3,247,2,220,7,494,1,7,0,0,2,61,4
Lagunillas,7,1,0,0,0,0,1,50,0,0,0,0,0,0,6
Matehuala,44,17,6,323,0,0,3,123,9,189,1,6,4,216,27
Mexquitic de Carmona,30,11,8,372,5,183,2,32,1,2,0,0,0,0,19
Moctezuma,30,2,2,42,0,0,0,0,1,63,1,42,1,36,28
Rayon,8,2,0,0,0,0,1,10,1,20,0,0,0,0,6
Rioverde,55,22,5,129,1,15,11,485,10,206,2,15,3,66,33
Salinas,11,2,1,49,1,49,2,340,2,340,0,0,0,0,9
San Antonio,10,5,1,5,0,0,1,30,0,0,3,54,1,260,5
San Ciro de Acosta,5,2,1,137,1,137,1,137,1,137,0,0,2,277,3
San Luis Potosi,35,7,3,94,0,0,1,50,0,0,1,45,5,175,28
San Martin Chalchicuautla,58,20,9,501,0,0,7,163,3,80,0,0,1,6,38
San Nicolas Tolentino,6,2,0,0,0,0,1,51,2,81,0,0,0,0,4
Santa Catarina,5,2,0,0,0,0,0,0,2,80,0,0,0,0,3
Santa Maria del Rio,12,1,0,0,0,0,1,30,1,7,0,0,0,0,11
Santo Domingo,25,5,0,0,0,0,1,40,3,81,1,25,1,30,20
San Vicente Tancuayalab,23,6,2,60,1,1,0,0,4,20,1,6,1,115,17
Soledad de Graciano Sanchez,8,5,0,0,0,0,2,768,4,34,1,16,0,0,3
Tamasopo,21,10,4,403,1,6,8,174,3,55,4,244,4,215,11
Tamazunchale,33,20,14,1262,2,70,5,366,3,169,2,98,10,1089,13
Tampacan,23,16,14,725,11,537,13,650,3,98,1,15,0,0,7
Tampamolon Corona,31,9,1,44,2,91,2,64,3,25,0,0,2,95,22
Tamuin,175,43,14,320,6,215,12,167,22,390,4,90,14,457,132
Tanlajas,26,7,1,27,0,0,0,0,4,103,1,23,2,42,19
Tanquian de Escobedo,5,4,2,144,1,44,3,129,0,0,0,0,2,84,1
Tierra Nueva,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
Vanegas,20,5,1,50,0,0,1,40,1,30,1,40,5,240,15
Venado,18,3,3,318,1,20,0,0,1,18,0,0,1,200,15
Villa de Arriaga,11,8,4,111,1,25,1,30,4,109,0,0,4,180,3
Villa de Guadalupe,20,5,2,57,2,57,3,148,2,49,1,33,2,113,15
Villa de la Paz,5,1,0,0,0,0,0,0,1,12,0,0,0,0,4
Villa de Ramos,18,5,2,104,1,54,5,780,1,80,0,0,0,0,13
Villa de Reyes,20,7,4,384,2,297,0,0,2,20,1,10,0,0,13
Villa Hidalgo,27,5,1,15,1,30,3,90,2,62,1,15,0,0,22
Villa Juarez,9,6,2,34,2,74,6,294,2,29,1,5,1,24,3
Axtla de Terrazas,29,15,8,617,0,0,5,605,1,10,0,0,10,1009,14
Xilitla,35,15,5,968,0,0,10,631,0,0,4,125,3,113,20
Zaragoza,7,2,0,0,0,0,2,80,1,20,0,0,0,0,5
Villa de Arista,8,1,0,0,0,0,0,0,1,30,0,0,0,0,7
Matlapa,12,9,6,414,7,494,6,376,0,0,0,0,3,420,3
El Naranjo,16,6,3,190,1,62,5,240,2,175,0,0,1,45,10
Sinaloa,1309,176,55,2651,22,919,98,2943,55,1627,50,2005,49,2999,1133
Ahome,115,21,6,285,3,165,10,527,3,143,7,467,8,557,94
Angostura,62,2,0,0,0,0,1,2,0,0,1,50,0,0,60
Badiraguato,44,4,1,150,1,12,4,315,1,115,1,95,1,267,40
Concordia,29,11,4,180,3,82,10,160,7,207,5,237,4,210,18
Cosala,37,4,1,40,0,0,3,35,1,20,0,0,1,80,33
Culiacan,185,25,8,425,2,233,13,714,7,171,3,100,5,350,160
Choix,63,0,0,0,0,0,0,0,0,0,0,0,0,0,63
Elota,39,6,0,0,0,0,1,1,4,66,3,100,2,40,33
Escuinapa,20,6,2,233,1,20,4,103,2,30,2,30,1,20,14
El Fuerte,103,14,2,40,0,0,7,333,2,171,9,391,7,239,89
Guasave,140,22,5,123,2,59,12,94,6,164,6,160,4,164,118
Mazatlan,45,8,4,111,2,50,4,57,6,134,4,62,3,51,37
Mocorito,71,2,2,427,0,0,0,0,0,0,0,0,1,400,69
Rosario,51,15,7,322,0,0,7,82,3,39,1,6,1,50,36
Salvador Alvarado,22,1,1,30,1,30,1,30,1,30,1,30,1,120,21
San Ignacio,51,15,4,119,2,94,12,192,8,232,3,117,3,117,36
Sinaloa,154,15,5,99,2,40,7,276,2,45,2,110,5,244,139
Navolato,78,5,3,67,3,134,2,22,2,60,2,50,2,90,73
Sonora,979,223,114,4964,54,2238,38,1887,103,2677,37,1296,49,2007,756
Aconchi,C,C,1,100,0,0,0,0,0,0,0,0,0,0,C
Agua Prieta,6,1,1,16,1,16,0,0,0,0,0,0,0,0,5
alamos,84,11,1,4,0,0,3,84,8,167,0,0,2,134,73
Altar,7,2,2,32,2,38,0,0,1,8,1,16,1,16,5
Arivechi,C,C,2,186,2,106,1,86,0,0,1,20,1,86,C
Arizpe,6,1,0,0,0,0,0,0,1,4,0,0,0,0,5
Atil,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
Bacadehuachi,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
Bacanora,4,1,1,8,0,0,0,0,0,0,0,0,0,0,3
Bacerac,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Bacoachi,5,1,1,14,0,0,0,0,0,0,0,0,0,0,4
Bacum,44,7,3,24,2,24,1,5,1,10,1,40,0,0,37
Banamichi,3,1,1,4,0,0,0,0,1,72,0,0,0,0,2
Baviacora,C,C,2,110,0,0,0,0,0,0,0,0,0,0,C
Bavispe,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
Benjamin Hill,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Caborca,72,12,9,184,5,81,1,2,3,17,3,19,4,113,60
Cajeme,103,29,11,423,7,230,2,15,16,191,5,97,4,49,74
Cananea,7,2,1,7,0,0,1,7,0,0,0,0,0,0,5
Carbo,C,C,1,87,0,0,1,87,0,0,0,0,1,87,C
La Colorada,6,4,4,90,1,96,0,0,1,8,0,0,0,0,2
Cucurpe,3,1,1,41,1,41,0,0,0,0,0,0,0,0,2
Cumpas,7,2,0,0,0,0,1,15,2,52,0,0,0,0,5
Divisaderos,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
Empalme,16,3,2,70,0,0,1,256,1,3,0,0,0,0,13
Etchojoa,45,4,4,178,0,0,0,0,0,0,0,0,2,269,41
Fronteras,12,3,2,131,0,0,0,0,1,11,0,0,0,0,9
Granados,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
Guaymas,31,13,8,474,5,88,0,0,8,115,1,3,2,11,18
Hermosillo,52,17,11,491,5,248,2,19,11,302,7,249,8,386,35
Huachinera,C,C,1,60,1,60,0,0,0,0,0,0,0,0,C
Huasabas,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
Huatabampo,57,12,7,550,3,408,2,443,4,77,2,135,0,0,45
Huepac,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Imuris,6,2,2,21,1,6,0,0,2,21,1,6,1,15,4
Magdalena,9,1,0,0,0,0,0,0,1,18,0,0,0,0,8
Mazatan,3,2,1,34,0,0,0,0,2,105,0,0,1,100,1
Moctezuma,4,1,1,21,0,0,0,0,0,0,0,0,0,0,3
Naco,C,C,0,0,0,0,0,0,1,32,0,0,0,0,C
Nacori Chico,4,1,0,0,0,0,1,60,0,0,0,0,0,0,3
Nacozari de Garcia,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Navojoa,45,10,4,226,1,30,2,23,6,110,2,32,3,76,35
Nogales,8,5,2,39,0,0,1,44,5,127,1,22,1,22,3
Onavas,C,C,0,0,0,0,1,31,1,31,1,31,1,31,C
Opodepe,6,5,3,68,0,0,1,50,0,0,0,0,2,123,1
Oquitoa,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
Pitiquito,11,1,0,0,0,0,0,0,0,0,0,0,1,79,10
Puerto Peñasco,27,1,1,169,0,0,0,0,0,0,0,0,0,0,26
Quiriego,17,2,1,70,0,0,1,10,1,15,0,0,0,0,15
Rayon,5,1,1,100,0,0,0,0,1,20,0,0,0,0,4
Rosario,17,5,0,0,0,0,2,82,5,130,0,0,0,0,12
Sahuaripa,18,6,3,250,4,278,1,28,1,40,0,0,1,40,12
San Felipe de Jesus,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
San Javier,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
San Luis Rio Colorado,41,12,3,61,2,20,4,123,2,5,3,101,4,57,29
San Miguel de Horcasitas,4,4,1,22,0,0,0,0,3,259,1,241,0,0,0
San Pedro de la Cueva,6,1,0,0,0,0,1,24,1,15,0,0,0,0,5
Santa Ana,7,2,1,210,2,226,1,210,1,210,1,210,2,226,5
Santa Cruz,C,C,0,0,0,0,0,0,1,58,0,0,0,0,C
Saric,5,1,1,31,1,31,0,0,0,0,0,0,0,0,4
Soyopa,6,2,0,0,0,0,0,0,1,1,0,0,1,10,4
Suaqui Grande,C,C,2,40,2,31,2,33,2,33,2,33,0,0,C
Tepache,C,C,1,72,1,72,0,0,0,0,0,0,0,0,C
Trincheras,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Tubutama,7,1,1,20,1,22,0,0,0,0,0,0,1,18,6
Ures,12,1,0,0,0,0,1,120,1,180,0,0,0,0,11
Villa Hidalgo,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Villa Pesqueira,3,1,1,90,0,0,0,0,1,90,1,30,0,0,2
Yecora,9,2,0,0,0,0,1,20,2,120,0,0,0,0,7
General Plutarco Elias Calles,29,5,4,98,1,46,0,0,1,10,0,0,2,30,24
Benito Juarez,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
San Ignacio Rio Muerto,38,8,3,38,3,40,2,10,2,10,3,11,3,29,30
Tabasco,779,178,24,536,14,213,75,2279,88,3356,16,551,30,1766,601
Balancan,55,19,4,114,3,44,4,116,11,465,3,70,7,334,36
Cardenas,62,11,3,32,1,5,3,103,4,213,1,50,2,81,51
Centla,55,19,4,69,1,2,5,124,10,236,1,10,3,173,36
Centro,64,8,1,99,1,7,1,10,6,82,1,17,1,77,56
Comalcalco,33,9,0,0,1,15,5,282,5,279,2,126,2,130,24
Cunduacan,44,3,1,10,3,95,0,0,1,400,0,0,1,70,41
Emiliano Zapata,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Huimanguillo,123,23,4,116,2,31,11,143,12,289,2,52,3,41,100
Jalapa,23,5,0,0,0,0,0,0,3,19,0,0,2,78,18
Jalpa de Mendez,28,10,1,3,2,14,3,73,3,154,0,0,1,15,18
Jonuta,37,3,0,0,0,0,1,216,2,107,0,0,1,312,34
Macuspana,66,12,0,0,0,0,5,196,8,278,1,20,0,0,54
Nacajuca,29,2,0,0,0,0,0,0,2,52,0,0,0,0,27
Paraiso,16,3,1,20,0,0,1,40,0,0,1,3,1,50,13
Tacotalpa,36,13,0,0,0,0,9,344,7,445,0,0,1,78,23
Teapa,21,6,0,0,0,0,5,106,2,48,0,0,0,0,15
Tenosique,73,32,5,73,0,0,22,526,12,289,4,203,5,327,41
Tamaulipas,1391,154,36,851,17,361,51,1345,72,1408,29,912,45,1771,1237
Abasolo,37,4,1,64,1,64,3,197,0,0,0,0,2,84,33
Aldama,62,3,1,3,1,4,0,0,3,83,1,3,1,4,59
Altamira,39,7,4,68,3,53,2,44,2,9,2,85,0,0,32
Antiguo Morelos,17,5,2,56,2,30,1,48,1,48,1,47,2,148,12
Burgos,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Bustamante,22,2,0,0,0,0,0,0,2,29,0,0,0,0,20
Camargo,9,2,1,77,0,0,1,77,1,24,0,0,0,0,7
Casas,23,2,0,0,0,0,2,75,0,0,0,0,0,0,21
Cruillas,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Gomez Farias,25,8,1,23,0,0,4,48,6,107,2,25,1,23,17
Gonzalez,87,10,2,39,1,6,2,38,8,183,2,123,5,214,77
Güemez,41,11,4,34,2,18,5,50,5,22,2,11,4,76,30
Guerrero,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
Gustavo Diaz Ordaz,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Hidalgo,62,6,0,0,0,0,4,87,2,64,1,8,0,0,56
Jaumave,40,7,0,0,0,0,4,140,6,155,1,5,2,136,33
Jimenez,22,1,1,29,1,29,0,0,0,0,0,0,1,29,21
Llera,54,9,3,37,0,0,5,100,1,28,0,0,2,60,45
Mainero,14,2,0,0,0,0,0,0,2,26,0,0,1,20,12
El Mante,124,20,3,59,0,0,2,35,11,145,3,197,5,138,104
Matamoros,78,0,0,0,0,0,0,0,0,0,0,0,0,0,78
Mendez,22,3,1,22,0,0,0,0,0,0,2,42,1,55,19
Miquihuana,9,1,0,0,0,0,1,5,0,0,0,0,0,0,8
Nuevo Laredo,16,1,0,0,0,0,0,0,1,85,1,85,1,85,15
Nuevo Morelos,6,2,1,35,0,0,0,0,1,10,0,0,1,100,4
Ocampo,34,2,0,0,0,0,0,0,2,20,0,0,0,0,32
Padilla,20,6,3,68,2,62,2,82,0,0,0,0,3,91,14
Palmillas,C,C,0,0,0,0,2,39,1,10,1,10,1,97,C
Reynosa,74,6,2,60,1,40,1,1,2,58,2,90,3,98,68
Rio Bravo,23,0,0,0,0,0,0,0,0,0,0,0,0,0,23
San Carlos,53,7,1,45,0,0,2,50,5,85,3,59,1,38,46
San Fernando,67,1,0,0,0,0,0,0,1,12,0,0,0,0,66
San Nicolas,7,1,1,23,0,0,0,0,0,0,0,0,1,24,6
Soto la Marina,59,5,1,20,1,10,2,50,3,60,3,93,1,20,54
Tampico,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C
Tula,60,10,1,54,1,25,3,54,5,125,2,29,3,181,50
Valle Hermoso,27,0,0,0,0,0,0,0,0,0,0,0,0,0,27
Victoria,40,2,0,0,0,0,2,119,0,0,0,0,0,0,38
