INEGI. IX Censo Ejidal 2007,,,,,,,,,
Superficie total de ejidos y comunidades Agrarias segun distribucion interna de la tierra ,,,,,,,,cuadro 1,
por entidad federativa y municipio,,,,,,,,,
entidad_federativa_y_municipio,ejidos_y_comunidades,superficie_total_(ha),distribucion_interna_de_la_tierra_(ha)_superficie_parcelada,distribucion_interna_de_la_tierra_(ha)_superficie_no_parcelada_total,distribucion_interna_de_la_tierra_(ha)_superficie_no_parcelada_uso_comun,distribucion_interna_de_la_tierra_(ha)_superficie_no_parcelada_asentamiento_humano_total,distribucion_interna_de_la_tierra_(ha)_superficie_no_parcelada_asentamiento_humano_reserva_de_crecimiento,otras_superficies_(ha),unidad_de_medida
Periban,8,10501.9300,6036.7900,4429.1400,4302.1400,127.0000,15.0000,36.0000,Hectarea
La Piedad,26,11911.1800,5908.7300,5663.2100,5344.5900,318.6200,0.0000,339.2400,Hectarea
Purepero,3,3135.7300,604.1500,2513.4600,2500.2600,13.2000,0.0000,18.1200,Hectarea
Puruandiro,40,60294.4400,25199.6100,33482.6400,31425.8500,2056.7900,19.0000,1612.1900,Hectarea
Querendaro,10,14463.3700,5881.7100,7843.8900,7498.1700,345.7200,43.0000,737.7700,Hectarea
Quiroga,4,11783.0000,2882.0000,8609.0000,8418.0000,191.0000,96.0000,292.0000,Hectarea
Cojumatlan de Regules,10,5420.5200,3120.7400,2212.7400,2080.9300,131.8100,0.0000,87.0400,Hectarea
Los Reyes,18,39040.5900,26697.1800,12169.9100,11610.6100,559.3000,30.0000,173.5000,Hectarea
Sahuayo,5,5491.7100,4522.5500,708.1500,410.0300,298.1200,15.0400,261.0100,Hectarea
San Lucas,26,23546.2900,19198.4800,3896.6800,2925.4000,971.2800,16.0000,451.1300,Hectarea
Santa Ana Maya,8,3393.9800,2218.4400,1060.8200,970.5600,90.2600,0.0000,114.7200,Hectarea
Salvador Escalante,37,26404.1300,15372.0300,10669.2000,10121.3400,547.8600,32.5000,362.9000,Hectarea
Senguio,15,11571.1800,5187.8900,5953.9900,5352.5500,601.4400,11.0000,429.3000,Hectarea
Susupuato,13,21327.0000,15181.0000,5901.0000,5700.0000,201.0000,0.0000,245.0000,Hectarea
Tacambaro,20,24702.0300,9180.2100,15113.7400,14053.7400,1060.0000,140.0000,408.0800,Hectarea
Tancitaro,12,5687.0600,2172.0900,3453.2700,3401.2500,52.0200,5.0000,61.7000,Hectarea
Tangamandapio,10,22889.5000,6210.0000,16583.5000,16437.6000,145.9000,10.0000,96.0000,Hectarea
Tangancicuaro,21,32623.9000,12987.9800,19420.4900,19163.9300,256.5600,0.0000,215.4300,Hectarea
Tanhuato,12,14900.0000,10634.0000,3844.0000,3793.0000,51.0000,25.0000,422.0000,Hectarea
Taretan,14,20102.4700,7569.7800,12453.7900,12261.7000,192.0900,36.7100,78.9000,Hectarea
Tarimbaro,29,13497.2900,9458.5700,3651.6600,2921.4500,730.2100,38.0000,387.0600,Hectarea
Tepalcatepec,34,52572.1800,34762.8800,16892.4000,15788.2300,1104.1700,78.0100,916.9000,Hectarea
Tingambato,4,17873.0400,8076.8400,9289.0300,9097.5900,191.4400,0.0000,507.3000,Hectarea
Tingüindin,7,10751.0000,3475.0000,7158.0000,6983.0000,175.0000,0.0000,118.0000,Hectarea
Tiquicheo de Nicolas Romero,18,59053.9100,31611.3100,26443.8000,25824.6700,619.1300,0.0000,998.8000,Hectarea
Tlalpujahua,11,10129.6700,4701.2400,5181.6300,4970.6900,210.9400,0.0000,246.8100,Hectarea
Tlazazalca,10,10164.7600,3653.4300,5653.1100,5392.8100,260.3000,4.4800,858.2200,Hectarea
Tocumbo,9,12704.0000,5126.0000,7345.0000,7104.0000,241.0000,5.0000,233.0000,Hectarea
Tumbiscatio,12,47976.4200,10073.0000,37607.6000,37311.7300,295.8700,125.0000,295.8200,Hectarea
Turicato,21,78286.8700,48632.9700,28943.6900,27652.0800,1291.6100,170.1100,710.2100,Hectarea
Tuxpan,16,10442.9000,4299.5000,6034.0000,5897.5000,136.5000,7.0000,109.4000,Hectarea
Tuzantla,28,63900.3600,46887.7800,16421.0400,15862.6500,558.3900,26.5000,591.5400,Hectarea
Tzintzuntzan,8,2803.0000,1159.0000,1615.0000,1568.0000,47.0000,21.0000,29.0000,Hectarea
Tzitzio,4,6470.0000,5755.0000,615.0000,394.0000,221.0000,109.0000,100.0000,Hectarea
Uruapan,31,64086.1000,23724.0900,39706.2600,37901.8900,1804.3700,316.0000,655.7500,Hectarea
Venustiano Carranza,8,11125.4600,9420.9100,1228.5900,970.3600,258.2300,0.0000,475.9600,Hectarea
Villamar,20,28772.8800,9882.1600,18543.8000,18244.3800,299.4200,18.0000,346.9200,Hectarea
Vista Hermosa,6,17653.0000,16947.5000,155.0000,110.0000,45.0000,0.0000,550.5000,Hectarea
Yurecuaro,13,14785.0700,7998.0400,6299.2500,6008.6200,290.6300,1.0000,487.7800,Hectarea
Zacapu,24,20578.7400,9993.8900,10267.3500,9301.2500,966.1100,356.1000,317.5000,Hectarea
Zamora,26,31864.6100,12582.6200,18451.4000,17508.7200,942.6900,28.0000,830.5900,Hectarea
Zinaparo,7,4123.8800,1619.7300,2420.2900,2190.8000,229.4900,40.0000,83.8700,Hectarea
Zinapecuaro,31,33506.0800,11946.0800,19968.9000,18669.5100,1299.3900,50.0000,1591.1000,Hectarea
Ziracuaretiro,10,8795.0100,3527.2800,5136.9200,4921.2100,215.7100,13.0000,130.8100,Hectarea
Zitacuaro,31,36765.4300,19788.6000,16352.2000,15901.7000,450.5000,5.5000,624.6300,Hectarea
Jose Sixto Verduzco,18,16310.4900,12438.7500,2940.5800,2203.2500,737.3300,0.0000,931.1600,Hectarea
Morelos,234,396526.1500,205592.4100,167063.6700,143823.2300,23240.4300,1015.0000,23870.0700,Hectarea
Amacuzac,4,9393.1200,5325.2700,3384.4100,3053.3500,331.0600,0.0000,683.4500,Hectarea
Atlatlahucan,     C,2368.7500,1654.3600,554.1600,278.0000,276.1600,1.0000,160.2300,Hectarea
Axochiapan,7,11908.9200,10421.6500,318.2400,37.8800,280.3600,3.0000,1169.0300,Hectarea
Ayala,16,26279.7500,15875.0000,9492.7500,8531.2500,961.5000,27.0000,912.0000,Hectarea
Coatlan del Rio,5,5142.6800,2973.0400,1901.1800,1363.3900,537.7900,0.0000,268.4600,Hectarea
Cuautla,9,10228.8000,6082.8000,3677.0000,1644.0000,2033.0000,0.0000,469.0000,Hectarea
Cuernavaca,11,16982.3100,5861.5000,8465.8000,5953.5000,2512.3000,100.0000,2655.0100,Hectarea
Emiliano Zapata,6,5918.8200,1860.2400,4019.1900,2830.0100,1189.1800,0.0000,39.3900,Hectarea
Huitzilac,     C,17997.0000,12244.0000,5663.0000,5613.0000,50.0000,0.0000,90.0000,Hectarea
Jantetelco,7,7004.9400,5386.0000,1019.8400,754.8600,264.9800,0.0000,599.0900,Hectarea
Jiutepec,7,3370.0300,900.6600,2402.1400,1924.0000,478.1400,4.0000,67.2300,Hectarea
Jojutla,9,12344.8700,8960.2400,2737.5600,2212.3900,525.1700,7.4200,647.0800,Hectarea
Jonacatepec,4,7572.9600,5013.5000,1917.0100,1757.2300,159.7800,0.0000,642.4400,Hectarea
Mazatepec,     C,4177.9100,2927.6600,1102.7300,891.5500,211.1800,0.0000,147.5200,Hectarea
Miacatlan,6,17523.0100,8109.7900,8793.0000,8088.1400,704.8600,0.0000,620.2200,Hectarea
Ocuituco,9,5188.5000,3855.9800,979.8300,719.6800,260.1500,0.0000,352.6900,Hectarea
Puente de Ixtla,9,21959.2500,11636.9600,9554.2000,8571.1400,983.0600,0.0000,768.0900,Hectarea
Temixco,8,14639.6500,4703.2800,6232.9200,4542.8700,1690.0500,589.6600,3703.4500,Hectarea
Tepalcingo,10,31823.4400,14958.6900,15787.7000,15218.5500,569.1500,28.0000,1077.0500,Hectarea
Tepoztlan,     C,26900.0000,6000.0000,16870.0000,12800.0000,4070.0000,17.0000,4030.0000,Hectarea
Tetecala,3,3748.5100,1046.0600,2603.3900,2444.1500,159.2400,0.0000,99.0600,Hectarea
Tetela del Volcan,7,7278.1000,3038.9500,3681.5500,3089.1500,592.4000,0.0000,557.6000,Hectarea
Tlalnepantla,3,7604.1400,2349.4800,5001.2700,4953.7400,47.5300,0.0000,253.3900,Hectarea
Tlaltizapan,17,14898.1100,7338.4000,7231.6400,6478.6900,752.9500,43.4000,328.0600,Hectarea
Tlaquiltenango,19,51498.9900,26115.2600,24446.8400,23721.8500,725.0000,27.5000,936.8800,Hectarea
Tlayacapan,7,9300.8500,3418.4800,5692.3300,5492.7000,199.6300,0.0000,190.0400,Hectarea
Totolapan,6,5054.2000,3276.4200,1710.0700,1684.4100,25.6600,0.0000,67.7100,Hectarea
Xochitepec,6,6645.8800,4209.4700,2231.2800,1247.7200,983.5600,0.0000,205.1300,Hectarea
Yautepec,10,14142.8000,6704.3400,6815.1800,6216.8500,598.3300,6.0000,623.2800,Hectarea
Yecapixtla,11,6873.9700,5559.6800,668.7400,241.0000,427.7400,70.0000,645.5500,Hectarea
Zacatepec de Hidalgo,3,1818.4600,1275.6100,490.6900,193.1800,297.5100,0.0000,52.1600,Hectarea
Zacualpan de Amilpas,     C,3620.0000,2404.5000,820.5000,652.0000,168.5000,6.0000,395.0000,Hectarea
Temoac,4,5317.4400,4105.1200,797.5200,623.0000,174.5200,85.0200,414.8000,Hectarea
Nayarit,404,2235943.8100,816406.2300,1374438.3700,1351431.6500,23006.7200,2271.2200,45099.2200,Hectarea
Acaponeta,24,157587.4200,50972.7000,98780.3500,97912.7400,867.6100,77.5000,7834.3700,Hectarea
Ahuacatlan,8,40797.2500,17275.2500,22657.0000,22337.0000,320.0000,14.0000,865.0000,Hectarea
Amatlan de Cañas,17,32177.5500,15276.5000,16344.1800,16109.9900,234.1900,25.9600,556.8800,Hectarea
Compostela,31,197226.0300,146378.7400,48846.6400,46996.8600,1849.7800,197.9800,2000.6500,Hectarea
Huajicori,10,210951.5300,10707.9500,199372.5100,198468.7000,903.8100,100.0000,871.0700,Hectarea
Ixtlan del Rio,10,29240.4600,13544.2900,15343.6800,14856.8500,486.8300,19.8000,352.4900,Hectarea
Jala,10,76093.3300,12995.4400,62781.6200,62329.9700,451.6500,195.2700,316.2700,Hectarea
Xalisco,16,52307.3600,35560.4500,15469.1100,15078.8000,390.3100,4.5000,1277.8000,Hectarea
del Nayar,24,487231.8800,1560.0000,483266.9800,480067.3300,3199.6500,325.0000,2404.9000,Hectarea
Rosamorada,32,149394.3100,76504.5000,66070.0900,64528.3900,1541.7000,197.5000,6819.7200,Hectarea
Ruiz,7,37782.5300,18081.5300,19144.3700,18606.2400,538.1300,49.0000,556.6300,Hectarea
San Blas,33,59085.6300,50822.8600,7003.9400,5938.4000,1065.5400,63.0000,1258.8300,Hectarea
San Pedro Lagunillas,9,48852.4100,28874.4500,19076.0900,18776.7300,299.3600,81.0000,901.8700,Hectarea
Santa Maria del Oro,17,86290.6900,38374.2300,46467.1600,45693.5500,773.6100,5.0000,1449.3000,Hectarea
Santiago Ixcuintla,58,155837.9900,80655.3600,68962.2000,66727.6300,2234.5700,104.0000,6220.4300,Hectarea
Tecuala,25,94423.1800,62700.9000,27674.2100,26784.8500,889.3600,54.0000,4048.0700,Hectarea
Tepic,51,158224.5800,97217.0900,59127.9600,55237.1500,3890.8100,168.4800,1879.5300,Hectarea
Tuxpan,6,32126.0000,18917.0000,11129.0000,10015.0000,1114.0000,0.0000,2080.0000,Hectarea
La Yesca,4,71824.1000,6373.0000,63903.1000,63745.3100,157.7900,37.0000,1548.0000,Hectarea
Bahia de Banderas,12,58489.5800,33613.9900,23018.1800,21220.1600,1798.0200,552.2300,1857.4100,Hectarea
Nuevo Leon,607,2075519.8800,557941.3200,1494711.8100,1466753.2900,27958.5200,3804.4500,22866.7400,Hectarea
Abasolo,     C,434.0000,116.0000,315.0000,315.0000,0.0000,0.0000,3.0000,Hectarea
Agualeguas,6,21683.0000,4761.0000,16847.0000,16691.0000,156.0000,0.0000,75.0000,Hectarea
Los Aldamas,     C,11283.0000,2871.0000,8412.0000,8359.0000,53.0000,0.0000,0.0000,Hectarea
Allende,     C,130.0000,123.7500,5.0000,0.0000,5.0000,0.0000,1.2500,Hectarea
Anahuac,13,54660.8700,43645.4700,10447.9000,10250.4000,197.5000,75.5000,567.5000,Hectarea
Apodaca,     C,41.0000,41.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Aramberri,43,185487.1300,17930.0000,166373.1300,164365.1300,2008.0000,512.0000,1184.0000,Hectarea
Bustamante,     C,23023.6700,8971.5000,12803.7500,12592.5000,211.2500,65.2500,1248.4200,Hectarea
Cadereyta Jimenez,32,50495.1000,43441.1900,6095.0300,4641.3200,1453.7000,120.4400,958.8900,Hectarea
Carmen,     C,195.0000,86.0000,104.0000,80.0000,24.0000,0.0000,5.0000,Hectarea
Cerralvo,     C,65239.0000,30000.0000,34800.0000,34000.0000,800.0000,0.0000,439.0000,Hectarea
Cienega de Flores,     C,2711.3700,1504.0000,1140.0000,1016.0000,124.0000,96.0000,67.3700,Hectarea
China,4,32534.1700,29488.2400,2766.3200,2315.0000,451.3200,10.0000,279.6100,Hectarea
Dr. Arroyo,106,401040.9400,68197.8400,329862.7600,324725.2600,5137.5000,532.0000,2980.3400,Hectarea
Dr. Gonzalez,3,11400.0000,2523.0000,8573.0000,8473.0000,100.0000,40.0000,304.0000,Hectarea
Galeana,110,502654.4000,76567.9000,422183.9000,416842.6000,5341.3000,480.0000,3902.6000,Hectarea
Garcia,11,36119.0000,7594.0000,28059.0000,26941.0000,1118.0000,444.0000,466.0000,Hectarea
Gral. Bravo,     C,2272.0000,980.0000,1266.0000,1238.0000,28.0000,0.0000,26.0000,Hectarea
Gral. Escobedo,     C,2250.0000,1272.0000,880.0000,663.0000,217.0000,10.0000,98.0000,Hectarea
Gral. Teran,16,21595.3000,12677.0100,8303.3700,7943.8000,359.5700,25.0000,614.9300,Hectarea
Gral. Zaragoza,15,75643.0000,2851.0000,72209.0000,71866.0000,343.0000,0.0000,583.0000,Hectarea
Gral. Zuazua,     C,669.0000,606.0000,45.0000,0.0000,45.0000,0.0000,18.0000,Hectarea
Guadalupe,     C,104.0000,6.0000,98.0000,0.0000,98.0000,0.0000,0.0000,Hectarea
Hualahuises,5,5309.0000,3534.0000,1724.5000,1620.0000,104.5000,4.5000,50.5000,Hectarea
Iturbide,12,25864.0000,899.8100,24177.8000,23779.0000,398.8000,93.5300,786.3900,Hectarea
Juarez,4,3027.0000,2341.0000,574.0000,178.0000,396.0000,16.0000,112.0000,Hectarea
Lampazos de Naranjo,7,29577.2100,13927.8800,15221.6500,14996.6200,225.0300,61.3300,427.6800,Hectarea
Linares,68,97569.2000,47125.0900,48743.6300,46472.0200,2271.6100,153.4000,1700.4800,Hectarea
Marin,     C,485.0000,453.0000,32.0000,2.0000,30.0000,0.0000,0.0000,Hectarea
Mier y Noriega,14,73706.0000,10097.0000,63295.0000,62440.0000,855.0000,145.0000,314.0000,Hectarea
Mina,23,118824.0000,42072.0000,73196.0000,72026.0000,1170.0000,310.4000,3556.0000,Hectarea
Montemorelos,26,31934.1100,9024.7400,22655.1700,22002.3400,652.8300,154.2000,254.2000,Hectarea
Monterrey,     C,35.0000,0.0000,33.0000,0.0000,33.0000,0.0000,2.0000,Hectarea
Paras,3,6100.0000,5959.0000,93.0000,70.0000,23.0000,10.0000,48.0000,Hectarea
Pesqueria,8,8134.0500,7239.2400,722.6600,262.2600,460.4000,23.0000,172.1600,Hectarea
Los Ramones,4,9045.6000,7813.3000,1035.5000,972.0000,63.5000,0.0000,196.8000,Hectarea
Rayones,8,49832.2500,1928.0000,47739.7500,47161.7500,578.0000,43.0000,164.5000,Hectarea
Sabinas Hidalgo,9,21826.8300,9678.3900,12006.1100,11764.3500,241.7600,46.3300,142.3300,Hectarea
Salinas Victoria,7,15975.0000,13292.0000,2496.0000,1912.0000,584.0000,60.0000,187.0000,Hectarea
Hidalgo,     C,4908.0000,0.0000,4908.0000,4908.0000,0.0000,0.0000,0.0000,Hectarea
Santa Catarina,5,14903.0000,698.0000,14157.0000,13213.0000,944.0000,0.0000,48.0000,Hectarea
Santiago,9,18787.3400,1804.8300,16689.7200,16571.7800,117.9400,20.0000,292.7900,Hectarea
Vallecillo,11,28171.3300,19548.0700,8361.6600,8179.1500,182.5100,108.5700,261.6000,Hectarea
Villaldama,5,9841.0000,4252.0800,5260.5000,4905.0000,355.5000,145.0000,328.4200,Hectarea
Oaxaca,1632,8621855.8300,2971715.0800,5432449.6000,5311626.2900,120823.3100,13394.7200,217690.6000,Hectarea
Abejones,     C,6545.0000,200.0000,6320.0000,6300.0000,20.0000,15.0000,25.0000,Hectarea
Acatlan de Perez Figueroa,38,49648.0000,23775.7500,25487.6500,24318.1500,1169.5000,18.0000,384.6000,Hectarea
Asuncion Cacalotepec,     C,8019.0000,7435.0000,530.0000,130.0000,400.0000,9.0000,54.0000,Hectarea
Asuncion Cuyotepeji,     C,8378.0000,211.0000,8130.0000,8038.0000,92.0000,0.0000,37.0000,Hectarea
Asuncion Ixtaltepec,11,57732.2100,45540.0200,10998.1900,10113.5500,884.6400,74.0000,1194.0000,Hectarea
Asuncion Nochixtlan,11,33060.5900,6717.3100,26015.0300,25154.0300,861.0000,3.0000,328.2500,Hectarea
Asuncion Tlacolulita,     C,22070.0000,120.0000,21950.0000,21933.0000,17.0000,0.0000,0.0000,Hectarea
Ayotzintepec,6,17944.1100,4894.5800,12947.0000,12708.0000,239.0000,0.0000,102.5300,Hectarea
El Barrio de la Soledad,     C,27192.0000,2250.0000,24714.0000,24132.0000,582.0000,116.0000,228.0000,Hectarea
Calihuala,4,5929.0000,3195.4500,2670.5500,2621.5500,49.0000,0.0000,63.0000,Hectarea
Candelaria Loxicha,     C,15326.0000,15112.0000,64.0000,0.0000,64.0000,0.0000,150.0000,Hectarea
Cienega de Zimatlan,     C,281.0000,281.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Ciudad Ixtepec,     C,28090.8000,11920.5600,14127.2400,13928.0000,199.2400,0.0000,2043.0000,Hectarea
Coatecas Altas,     C,5085.0000,600.0000,4385.0000,4364.0000,21.0000,0.0000,100.0000,Hectarea
Coicoyan de las Flores,     C,14225.0000,2950.0000,9821.0000,9500.0000,321.0000,0.0000,1454.0000,Hectarea
La Compañia,     C,10558.5000,4034.0000,6465.5000,6320.5000,145.0000,0.0000,59.0000,Hectarea
Concepcion Buenavista,4,23795.5000,1017.1100,22750.1700,22565.6700,184.5000,0.0000,28.2200,Hectarea
Concepcion Papalo,     C,17267.0000,5440.0000,11017.0000,10897.0000,120.0000,0.0000,810.0000,Hectarea
Constancia del Rosario,     C,738.1400,627.0000,106.6200,83.8300,22.7900,0.0000,4.5200,Hectarea
Cosolapa,8,6015.0000,3211.2500,2701.7500,2454.7500,247.0000,9.0000,102.0000,Hectarea
Cosoltepec,3,9028.8000,2408.5000,6550.1800,6271.7100,278.4700,96.0000,70.1200,Hectarea
Cuilapam de Guerrero,4,5812.0000,1385.0000,4370.0000,4314.0000,56.0000,6.0000,57.0000,Hectarea
Cuyamecalco Villa de Zaragoza,     C,4306.0000,2700.0000,1590.0000,1564.0000,26.0000,3.0000,16.0000,Hectarea
Chahuites,     C,6191.0000,4800.0000,600.0000,400.0000,200.0000,5.0000,791.0000,Hectarea
Chalcatongo de Hidalgo,     C,16463.9400,7880.0000,8223.9400,6189.9400,2034.0000,0.0000,360.0000,Hectarea
Chiquihuitlan de Benito Juarez,     C,3483.0000,1363.0000,2096.0000,2000.0000,96.0000,20.0000,24.0000,Hectarea
Heroica Ciudad de Ejutla de Crespo,13,21274.3900,10481.3800,10196.7100,9661.2000,535.5100,39.0000,596.3000,Hectarea
Tamazulapam del Espiritu Santo,     C,9848.8700,9513.6400,92.5600,5.0000,87.5600,7.6700,242.6700,Hectarea
Fresnillo de Trujano,     C,2374.0000,862.0000,1504.0000,1460.0000,44.0000,0.0000,8.0000,Hectarea
Guadalupe Etla,     C,176.0600,123.0200,38.5300,0.0000,38.5300,0.0000,14.5100,Hectarea
Guadalupe Ramirez,     C,3834.0000,1300.0000,2534.0000,2476.0000,58.0000,0.0000,0.0000,Hectarea
Guelatao de Juarez,     C,442.0000,160.0000,272.0000,202.0000,70.0000,0.0000,10.0000,Hectarea
Guevea de Humboldt,     C,22000.0000,8000.0000,14000.0000,13000.0000,1000.0000,0.0000,0.0000,Hectarea
Mesones Hidalgo,3,16154.6000,15862.0000,240.0000,100.0000,140.0000,0.0000,52.6000,Hectarea
Villa Hidalgo,     C,219.0000,0.0000,214.0000,214.0000,0.0000,0.0000,5.0000,Hectarea
Heroica Ciudad de Huajuapan de Leon,8,8078.0900,3442.2700,4508.3800,4295.0000,213.3800,37.0000,127.4400,Hectarea
Huautepec,     C,3825.0000,2000.0000,1825.0000,1765.0000,60.0000,60.0000,0.0000,Hectarea
Ixtlan de Juarez,10,59307.8900,3741.0000,54378.8000,53841.8700,536.9300,12.0000,1188.0900,Hectarea
Heroica Ciudad de Juchitan de Zaragoza,5,14151.9000,8876.2800,5183.3300,4967.0200,216.3100,76.0000,92.2900,Hectarea
Loma Bonita,37,29984.3200,22886.3000,6966.7700,6432.3800,534.3900,57.7500,131.2500,Hectarea
Magdalena Apasco,4,1853.2900,612.4000,998.5900,790.5800,208.0100,50.0000,242.3000,Hectarea
Magdalena Jaltepec,     C,23129.2500,8432.2900,14073.6100,13834.0900,239.5200,0.0000,623.3500,Hectarea
Santa Magdalena Jicotlan,     C,2608.0000,155.0000,2429.0000,2352.0000,77.0000,0.0000,24.0000,Hectarea
Magdalena Mixtepec,     C,4082.5900,550.8800,3506.8500,3449.9200,56.9300,0.0000,24.8600,Hectarea
Magdalena Ocotlan,     C,1300.0000,600.0000,700.0000,500.0000,200.0000,0.0000,0.0000,Hectarea
Magdalena Peñasco,     C,10474.0000,3254.0000,6884.0000,6184.0000,700.0000,500.0000,336.0000,Hectarea
Magdalena Teitipac,     C,2297.0000,758.0000,1534.0000,1524.0000,10.0000,0.0000,5.0000,Hectarea
Magdalena Tequisistlan,3,76314.4000,1392.0000,73799.4000,73371.4000,428.0000,51.0000,1123.0000,Hectarea
Magdalena Tlacotepec,     C,2743.2900,2310.5400,281.2500,194.1200,87.1300,0.0000,151.5000,Hectarea
Magdalena Zahuatlan,     C,1029.0000,730.0000,290.0000,250.0000,40.0000,0.0000,9.0000,Hectarea
Mariscala de Juarez,3,9205.0000,2821.0000,6305.0000,6275.0000,30.0000,2.0000,79.0000,Hectarea
Martires de Tacubaya,     C,5256.3700,5121.7100,56.8700,0.0000,56.8700,0.0000,77.7900,Hectarea
Matias Romero Avendaño,24,122772.2800,112588.2800,4383.9900,2584.0000,1799.9900,19.0000,5800.0100,Hectarea
Miahuatlan de Porfirio Diaz,9,18963.7200,5200.1300,13471.1400,13253.9500,217.1900,21.9500,292.4500,Hectarea
Mixistlan de la Reforma,     C,6781.0000,4841.0000,1885.0000,1500.0000,385.0000,0.0000,55.0000,Hectarea
Monjas,     C,1444.2500,1244.0000,114.2500,0.0000,114.2500,0.0000,86.0000,Hectarea
Nazareno Etla,     C,276.0000,261.0000,15.0000,0.0000,15.0000,0.0000,0.0000,Hectarea
Nejapa de Madero,9,73111.0800,15145.6600,56660.7600,55420.5600,1240.2000,436.9100,1304.6600,Hectarea
Ixpantepec Nieves,3,5545.4000,203.0000,5312.4000,4764.4000,548.0000,0.0000,30.0000,Hectarea
Santiago Niltepec,4,46833.5400,32950.1400,13618.3600,13562.3600,56.0000,0.0000,265.0400,Hectarea
Oaxaca de Juarez,9,4389.0000,319.7000,3906.0000,2612.0000,1294.0000,0.0000,163.3000,Hectarea
Ocotlan de Morelos,10,8212.4400,1822.7800,5614.4400,4331.5200,1282.9100,10.0000,775.2300,Hectarea
La Pe,     C,1828.6600,1786.6600,34.0000,0.0000,34.0000,0.0000,8.0000,Hectarea
Pinotepa de Don Luis,     C,5520.0000,5480.0000,26.0000,0.0000,26.0000,0.0000,14.0000,Hectarea
San Jose del Progreso,     C,5987.5200,1640.7100,4223.0000,3973.0000,250.0000,0.0000,123.8100,Hectarea
Putla Villa de Guerrero,15,31620.0100,17795.8600,13393.8600,12725.2100,668.6500,42.4300,430.2900,Hectarea
Santa Catarina Quioquitani,     C,4973.0000,4800.0000,173.0000,173.0000,0.0000,0.0000,0.0000,Hectarea
Reforma de Pineda,     C,7065.7500,6408.3900,412.0700,412.0700,0.0000,0.0000,245.2900,Hectarea
La Reforma,4,16074.9000,11004.3000,4983.1300,4881.0000,102.1300,0.0000,87.4700,Hectarea
Reyes Etla,     C,318.7700,261.9500,26.5000,26.5000,0.0000,0.0000,30.3200,Hectarea
Rojas de Cuauhtemoc,     C,134.0000,106.0000,12.0000,0.0000,12.0000,0.0000,16.0000,Hectarea
Salina Cruz,3,8966.7700,2724.5900,5948.1800,5319.9900,628.1900,5.0000,294.0000,Hectarea
San Agustin Amatengo,     C,6865.2000,1820.7000,5040.0000,4116.0000,924.0000,546.0000,4.5000,Hectarea
San Agustin Atenango,     C,10280.0000,2410.0000,7764.0000,7531.0000,233.0000,0.0000,106.0000,Hectarea
San Agustin Chayuco,5,14764.0000,11412.2500,3199.5000,2668.0000,531.5000,179.0000,152.2500,Hectarea
San Agustin de las Juntas,     C,1519.3900,111.5900,1383.4000,1321.0000,62.4000,0.0000,24.4000,Hectarea
San Agustin Etla,     C,4154.0000,30.0000,4115.0000,4115.0000,0.0000,0.0000,9.0000,Hectarea
San Agustin Loxicha,     C,30068.0000,28191.0000,690.0000,50.0000,640.0000,0.0000,1187.0000,Hectarea
San Agustin Tlacotepec,     C,4648.0000,30.0000,4590.0000,4500.0000,90.0000,0.0000,28.0000,Hectarea
San Agustin Yatareni,     C,248.0000,48.0000,200.0000,0.0000,200.0000,40.0000,0.0000,Hectarea
San Andres Cabecera Nueva,     C,32974.6300,31474.6300,1410.0000,1325.0000,85.0000,50.0000,90.0000,Hectarea
San Andres Dinicuiti,3,9334.0000,1290.0000,8032.0000,7971.0000,61.0000,7.0000,12.0000,Hectarea
San Andres Huaxpaltepec,     C,6425.2000,6413.2000,12.0000,2.0000,10.0000,2.0000,0.0000,Hectarea
San Andres Huayapam,     C,2993.5800,862.5000,2041.0800,2001.0800,40.0000,5.0000,90.0000,Hectarea
San Andres Ixtlahuaca,     C,1435.3400,1329.8000,100.5400,86.5400,14.0000,0.0000,5.0000,Hectarea
San Andres Lagunas,     C,5002.1000,813.0500,4140.0900,3980.4700,159.6200,0.0000,48.9600,Hectarea
San Andres Nuxiño,     C,6339.0000,1000.0000,5299.0000,5243.0000,56.0000,18.0000,40.0000,Hectarea
San Andres Sinaxtla,     C,2079.7800,1541.6400,440.2800,352.4000,87.8800,5.8300,97.8600,Hectarea
San Andres Solaga,3,4677.0000,325.0000,4302.0000,4250.0000,52.0000,9.0000,50.0000,Hectarea
