INEGI. IX Censo Ejidal 2007,,,,,,,,,,,,,,,
Total de ejidos y comunidades segun tipo de actividad agropecuaria o forestal,,,,,,,,,,,,,,,CUADRO 18
y forma de explotacion por entidad federativa y municipio,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
entidada_federativa_y _municipio,ejidos_y_comunidades,actividad_agropecuaria_o_forestal_a_total_de_ejidos_y_comunidades_con_actividad_agropecuaria_o_forestal,actividad_agropecuaria_o_forestal_a_agricola_total,actividad_agropecuaria_o_forestal_a_agricola_realizada_por_la_mayoria,actividad_agropecuaria_o_forestal_a_agricola_en_forma_colectiva,actividad_agropecuaria_o_forestal_a_ganadera_total,actividad_agropecuaria_o_forestal_a_ganadera_realizada_por_la_mayoria,actividad_agropecuaria_o_forestal_a_ganadera_en_forma_colectiva,actividad_agropecuaria_o_forestal_a_forestal_total,actividad_agropecuaria_o_forestal_a_forestal_realizada_por_la_mayoria,actividad_agropecuaria_o_forestal_a_forestal_en_forma_colectiva,actividad_agropecuaria_o_forestal_a_recoleccion_total,actividad_agropecuaria_o_forestal_a_realizada_por_la_mayoria,actividad_agropecuaria_o_forestal_a_en_forma_colectiva,sin actividades_de_este_tipo
San Jeronimo Tecuanipan,3,3,3,3,0,0,0,0,0,0,0,2,1,0,0
San Jeronimo Xayacatlan,3,3,3,2,0,1,0,0,1,1,1,1,1,0,0
San Jose Chiapa,7,7,7,7,0,5,4,0,0,0,0,0,0,0,0
San Jose Miahuatlan,8,8,7,5,2,5,0,2,0,0,0,3,3,0,0
San Juan Atenco,5,5,5,4,0,2,1,0,0,0,0,4,3,0,0
San Martin Texmelucan,11,11,11,11,1,7,3,0,1,0,0,6,3,0,0
San Martin Totoltepec,C,C,1,1,0,0,0,0,0,0,0,1,1,0,C
San Matias Tlalancaleca,3,3,3,2,1,2,0,0,0,0,0,0,0,0,0
San Miguel Xoxtla,C,C,1,1,0,0,0,0,0,0,0,0,0,0,C
San Nicolas Buenos Aires,7,7,7,6,1,0,0,0,0,0,0,0,0,0,0
San Nicolas de los Ranchos,3,3,3,3,0,0,0,0,1,0,1,2,1,0,0
San Pablo Anicano,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0
San Pedro Cholula,3,3,3,3,0,1,1,0,0,0,0,2,2,0,0
San Pedro Yeloixtlahuaca,C,C,2,2,0,1,0,0,0,0,0,0,0,0,C
San Salvador el Seco,4,4,4,3,0,1,0,0,0,0,0,0,0,0,0
San Salvador el Verde,8,8,8,8,1,6,0,0,1,0,0,1,1,0,0
San Salvador Huixcolotla,C,C,1,1,0,1,0,0,0,0,0,0,0,0,C
San Sebastian Tlacotepec,C,C,1,1,0,1,0,0,0,0,0,0,0,0,C
Santa Catarina Tlaltempan,C,C,1,0,0,1,0,0,0,0,0,0,0,0,C
Santa Ines Ahuatempan,C,C,1,0,0,0,0,0,0,0,0,0,0,0,C
Santa Isabel Cholula,4,4,4,4,0,0,0,0,0,0,0,1,0,0,0
Santiago Miahuatlan,3,3,3,2,0,2,2,0,0,0,0,2,2,1,0
Huehuetlan el Grande,13,13,11,11,0,12,3,0,1,0,0,7,6,0,0
Santo Tomas Hueyotlipan,C,C,2,2,0,2,0,0,0,0,0,0,0,0,C
Soltepec,7,7,7,6,1,4,2,0,0,0,0,0,0,0,0
Tecali de Herrera,12,12,12,11,0,2,1,1,0,0,0,2,1,0,0
Tecamachalco,18,18,18,18,0,15,9,0,0,0,0,5,3,0,0
Tecomatlan,3,3,3,2,0,2,0,0,0,0,0,1,1,0,0
Tehuacan,12,12,12,10,1,7,1,1,0,0,0,2,1,0,0
Tehuitzingo,10,10,10,7,0,8,1,0,0,0,0,5,4,0,0
Tenampulco,8,8,8,8,0,7,2,0,0,0,0,7,1,0,0
Teopantlan,3,3,3,3,0,3,1,0,1,1,1,3,2,1,0
Teotlalco,4,4,4,4,0,4,4,0,1,1,0,4,4,0,0
Tepanco de Lopez,7,7,6,6,0,6,1,3,0,0,0,1,1,0,0
Tepatlaxco de Hidalgo,C,C,2,2,0,1,1,0,0,0,0,1,1,0,C
Tepeaca,23,23,23,21,0,9,5,0,1,1,1,2,1,0,0
Tepemaxalco,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0
Tepeojuma,8,8,7,7,1,6,0,1,0,0,0,0,0,0,0
Tepetzintla,3,3,2,2,1,2,1,0,1,1,1,1,1,0,0
Tepexco,4,4,4,3,2,2,0,0,1,1,0,1,1,0,0
Tepexi de Rodriguez,12,12,12,11,2,8,3,0,0,0,0,5,2,0,0
Tepeyahualco,14,14,14,14,1,13,4,0,1,1,1,3,3,1,0
Tepeyahualco de Cuauhtemoc,C,C,2,2,0,1,1,0,0,0,0,0,0,0,C
Tetela de Ocampo,4,4,2,2,0,3,0,0,2,2,1,1,1,0,0
Teziutlan,C,C,2,2,0,2,1,0,1,1,0,2,1,0,C
Tianguismanalco,6,6,6,5,0,1,0,0,2,2,2,0,0,0,0
Tilapa,7,7,7,7,0,5,2,0,0,0,0,2,2,0,0
Tlacotepec de Benito Juarez,18,18,17,17,3,17,7,0,0,0,0,6,4,0,0
Tlacuilotepec,4,4,4,4,0,3,0,0,1,1,0,0,0,0,0
Tlachichuca,24,24,24,22,2,8,1,0,0,0,0,15,13,4,0
Tlahuapan,18,18,17,15,2,16,3,0,13,13,12,5,3,0,0
Tlanepantla,C,C,2,2,0,0,0,0,0,0,0,0,0,0,C
Tlapacoya,3,3,3,3,0,2,0,0,1,0,0,0,0,0,0
Tlapanala,6,6,6,5,1,3,0,0,0,0,0,0,0,0,0
Tlatlauquitepec,4,4,4,4,0,2,1,0,4,4,4,2,1,0,0
Tlaxco,C,C,1,1,0,1,0,0,0,0,0,0,0,0,C
Tochimilco,12,12,12,11,1,0,0,0,2,2,2,4,1,0,0
Tochtepec,4,4,4,4,0,3,2,0,0,0,0,1,0,0,0
Totoltepec de Guerrero,3,1,1,0,0,1,0,0,0,0,0,0,0,0,2
Tulcingo,C,C,2,2,0,1,1,0,0,0,0,1,0,0,C
Tuzamapan de Galeana,C,C,1,1,1,0,0,0,0,0,0,0,0,0,C
Tzicatlacoyan,7,7,7,5,0,3,1,0,0,0,0,1,0,0,0
Venustiano Carranza,12,12,12,5,1,10,6,1,0,0,0,0,0,0,0
Vicente Guerrero,4,4,3,3,1,2,1,0,2,2,0,3,2,1,0
Xayacatlan de Bravo,C,C,0,0,0,0,0,0,0,0,0,1,1,0,C
Xicotepec,10,10,10,10,0,7,0,0,0,0,0,0,0,0,0
Xicotlan,C,C,2,2,0,1,0,0,0,0,0,0,0,0,C
Xiutetelco,3,2,2,2,0,0,0,0,0,0,0,0,0,0,1
Xochiapulco,C,C,1,1,0,0,0,0,0,0,0,0,0,0,C
Xochiltepec,3,3,2,2,2,1,0,0,1,1,1,1,1,1,0
Xochitlan de Vicente Suarez,C,C,0,0,0,0,0,0,0,0,0,2,2,0,C
Xochitlan Todos Santos,3,3,3,3,0,3,0,0,0,0,0,2,2,0,0
Yehualtepec,9,7,7,7,0,1,0,0,0,0,0,2,1,1,2
Zacapala,7,7,6,6,0,5,2,0,0,0,0,1,1,0,0
Zacapoaxtla,10,10,9,8,0,3,1,0,0,0,0,2,1,0,0
Zacatlan,18,18,18,17,3,11,3,0,9,9,7,3,2,0,0
Zapotitlan,7,7,7,5,2,5,1,0,0,0,0,4,2,1,0
Zaragoza,C,C,2,2,0,0,0,0,1,1,1,1,1,0,C
Zautla,8,8,8,8,1,3,3,1,3,3,3,6,5,2,0
Zihuateutla,8,8,8,7,0,7,3,0,2,1,0,5,4,0,0
Zinacatepec,C,C,1,1,0,1,1,0,0,0,0,0,0,0,C
Zoquiapan,C,C,2,2,0,0,0,0,0,0,0,1,1,1,C
Zoquitlan,C,C,1,1,0,1,0,0,1,1,0,1,1,0,C
Queretaro,378,374,361,322,12,275,108,6,36,29,19,93,56,11,4
Amealco de Bonfil,23,23,22,20,0,15,8,0,1,1,1,2,1,1,0
Pinal de Amoles,19,19,19,9,0,9,4,0,5,3,3,3,3,0,0
Arroyo Seco,13,13,11,7,0,12,9,0,5,5,0,1,0,0,0
Cadereyta de Montes,38,38,35,29,0,34,9,1,8,7,7,7,2,1,0
Colon,42,42,42,40,0,25,17,2,6,4,3,17,11,0,0
Corregidora,16,15,15,12,0,11,1,0,0,0,0,0,0,0,1
Ezequiel Montes,8,8,7,7,0,5,3,0,0,0,0,2,2,1,0
Huimilpan,16,16,16,15,1,12,3,1,0,0,0,1,0,0,0
Jalpan de Serra,6,6,6,6,0,6,2,0,1,1,0,0,0,0,0
Landa de Matamoros,4,4,2,2,1,1,0,0,1,1,1,0,0,0,0
El Marques,39,38,38,38,0,38,26,0,0,0,0,14,12,1,1
Pedro Escobedo,19,19,19,18,1,18,0,0,0,0,0,1,1,1,0
Peñamiller,16,16,15,12,0,10,2,0,1,0,0,13,1,0,0
Queretaro,41,39,37,35,0,25,6,1,0,0,0,9,8,0,2
San Joaquin,4,4,4,3,1,0,0,0,0,0,0,1,1,0,0
San Juan del Rio,52,52,52,50,5,39,12,1,4,3,2,9,8,4,0
Tequisquiapan,12,12,11,11,1,9,4,0,4,4,2,5,2,2,0
Toliman,10,10,10,8,2,6,2,0,0,0,0,8,4,0,0
Quintana Roo,282,281,269,234,8,238,46,6,108,87,83,119,72,17,1
Cozumel,C,C,1,1,0,1,0,0,0,0,0,0,0,0,C
Felipe Carrillo Puerto,55,55,55,50,1,49,8,0,25,19,23,27,17,1,0
Isla Mujeres,C,C,2,1,0,2,1,0,0,0,0,1,0,0,C
Othon P. Blanco,105,105,99,86,4,96,20,2,31,26,21,47,31,13,0
Benito Juarez,C,C,0,0,0,3,0,0,2,1,2,1,0,0,C
Jose Maria Morelos,65,65,65,61,2,42,13,1,18,12,8,30,21,2,0
Lazaro Cardenas,34,33,33,28,1,32,0,1,26,25,25,10,2,1,1
Solidaridad,17,17,14,7,0,13,4,2,6,4,4,3,1,0,0
San Luis Potosi,1421,1418,1322,1091,44,1248,604,38,52,27,12,281,173,46,3
Ahualulco,14,14,14,14,0,13,5,0,0,0,0,0,0,0,0
Alaquines,11,11,9,8,0,11,10,0,3,3,1,0,0,0,0
Aquismon,28,28,28,22,0,25,7,1,8,1,0,7,7,2,0
Armadillo de los Infante,7,7,6,6,0,7,5,0,0,0,0,0,0,0,0
Cardenas,C,C,5,5,0,5,4,0,0,0,0,1,1,0,C
Catorce,21,21,21,21,0,21,6,0,0,0,0,4,0,0,0
Cedral,29,29,29,29,1,25,11,2,0,0,0,5,0,0,0
Cerritos,18,18,16,16,2,17,8,1,0,0,0,4,4,3,0
Cerro de San Pedro,5,5,5,4,0,5,2,0,0,0,0,0,0,0,0
Ciudad del Maiz,28,28,28,26,0,28,19,0,2,2,0,8,6,1,0
Ciudad Fernandez,15,15,15,13,1,12,2,0,0,0,0,1,0,0,0
Tancanhuitz,26,26,26,23,0,13,4,0,0,0,0,5,3,1,0
Ciudad Valles,60,60,58,46,0,57,10,1,1,0,0,5,1,0,0
Coxcatlan,28,28,27,27,3,11,1,0,0,0,0,4,0,0,0
Charcas,27,27,26,26,1,27,27,1,0,0,0,4,3,2,0
ebano,92,92,88,44,2,91,44,1,0,0,0,29,18,1,0
Guadalcazar,52,52,52,49,3,51,15,0,2,2,2,16,8,7,0
Huehuetlan,13,13,13,13,0,8,1,0,0,0,0,7,1,1,0
Lagunillas,7,7,7,4,1,7,0,0,0,0,0,1,1,1,0
Matehuala,44,44,44,43,1,44,29,1,0,0,0,5,4,2,0
Mexquitic de Carmona,30,29,29,25,0,23,9,0,0,0,0,10,8,0,1
Moctezuma,30,30,30,30,1,30,30,1,0,0,0,0,0,0,0
Rayon,8,8,8,7,0,8,3,0,0,0,0,1,1,1,0
Rioverde,55,55,54,50,2,50,18,0,5,3,1,12,6,2,0
Salinas,11,11,11,10,0,11,6,0,0,0,0,4,1,0,0
San Antonio,10,10,9,9,0,8,1,0,0,0,0,8,6,1,0
San Ciro de Acosta,5,5,5,5,0,5,3,0,0,0,0,3,1,0,0
San Luis Potosi,35,34,33,27,0,32,6,0,0,0,0,0,0,0,1
San Martin Chalchicuautla,58,58,57,40,1,44,7,1,1,0,0,8,5,0,0
San Nicolas Tolentino,6,5,5,5,1,5,4,0,1,1,0,1,1,0,1
Santa Catarina,5,5,5,0,0,5,0,0,0,0,0,0,0,0,0
Santa Maria del Rio,12,12,11,11,0,12,7,0,2,2,1,1,1,0,0
Santo Domingo,25,25,25,24,0,25,22,2,0,0,0,2,1,0,0
San Vicente Tancuayalab,23,23,21,7,0,22,18,0,0,0,0,1,0,0,0
Soledad de Graciano Sanchez,8,8,8,7,0,8,6,0,0,0,0,5,3,1,0
Tamasopo,21,21,21,16,3,20,2,0,3,0,0,0,0,0,0
Tamazunchale,33,33,33,30,1,25,3,1,0,0,0,12,8,1,0
Tampacan,23,23,23,22,1,22,2,1,0,0,0,6,1,0,0
Tampamolon Corona,31,31,31,29,1,19,1,0,1,0,0,4,3,0,0
Tamuin,175,175,100,27,5,163,144,19,8,3,3,24,16,2,0
Tanlajas,26,26,26,21,1,21,6,0,0,0,0,18,14,7,0
Tanquian de Escobedo,5,5,5,3,0,5,2,0,0,0,0,0,0,0,0
Tierra Nueva,C,C,1,1,0,1,1,0,0,0,0,1,1,0,C
Vanegas,20,20,20,20,0,19,7,0,0,0,0,7,5,1,0
Venado,18,18,18,18,0,18,16,0,0,0,0,1,1,1,0
Villa de Arriaga,11,11,11,10,0,11,7,0,0,0,0,0,0,0,0
Villa de Guadalupe,20,20,20,20,2,18,12,0,1,1,0,2,2,1,0
Villa de la Paz,5,5,5,5,0,5,3,0,0,0,0,1,1,1,0
Villa de Ramos,18,18,18,17,0,18,3,0,0,0,0,4,1,0,0
Villa de Reyes,20,20,20,20,0,20,11,0,1,1,0,1,1,0,0
Villa Hidalgo,27,27,27,26,3,25,13,2,0,0,0,8,6,1,0
Villa Juarez,9,9,9,7,4,8,1,1,0,0,0,3,1,1,0
Axtla de Terrazas,29,29,29,29,0,17,3,0,1,0,0,3,2,1,0
Xilitla,35,35,34,31,2,19,3,1,6,5,2,23,19,3,0
Zaragoza,7,7,7,7,0,6,4,0,2,1,0,0,0,0,0
Villa de Arista,8,8,8,8,0,8,8,0,0,0,0,0,0,0,0
Matlapa,12,12,12,12,0,4,0,0,0,0,0,1,0,0,0
El Naranjo,16,16,16,16,1,10,2,1,4,2,2,0,0,0,0
Sinaloa,1309,1291,1250,985,72,1088,368,25,85,57,20,262,131,22,18
Ahome,115,110,103,68,7,98,10,2,0,0,0,53,18,4,5
Angostura,62,62,62,55,6,32,1,0,0,0,0,5,2,0,0
Badiraguato,44,44,39,36,3,42,34,3,3,3,1,5,2,0,0
Concordia,29,29,27,24,0,29,18,0,16,14,6,6,5,0,0
Cosala,37,37,35,30,1,36,31,1,9,7,0,2,2,0,0
Culiacan,185,183,180,127,4,165,31,3,7,5,4,30,14,0,2
Choix,63,61,58,48,3,59,32,3,1,1,0,14,12,0,2
Elota,39,38,37,24,1,35,14,0,0,0,0,2,2,0,1
Escuinapa,20,20,20,17,1,20,11,0,2,2,0,2,2,0,0
El Fuerte,103,102,96,72,4,94,44,3,2,1,0,29,17,4,1
Guasave,140,137,136,101,24,90,9,5,0,0,0,42,15,3,3
Mazatlan,45,45,44,36,0,38,22,0,5,4,1,11,5,1,0
Mocorito,71,71,71,66,3,66,28,1,0,0,0,3,2,1,0
Rosario,51,51,50,43,1,49,21,0,19,9,3,15,12,4,0
Salvador Alvarado,22,22,22,20,2,17,0,0,0,0,0,8,3,0,0
San Ignacio,51,50,46,36,2,47,20,1,16,8,4,7,6,2,1
Sinaloa,154,154,150,131,7,120,40,2,5,3,1,18,9,2,0
Navolato,78,75,74,51,3,51,2,1,0,0,0,10,3,1,3
Sonora,979,905,678,401,122,659,438,89,25,21,10,236,128,30,74
Aconchi,C,C,0,0,0,1,1,0,0,0,0,0,0,0,C
Agua Prieta,6,6,5,4,0,6,6,0,0,0,0,0,0,0,0
alamos,84,84,68,56,5,84,72,13,5,5,4,11,4,2,0
Altar,7,7,5,3,2,5,3,1,0,0,0,4,4,2,0
Arivechi,C,C,2,2,0,3,3,0,1,1,0,0,0,0,C
Arizpe,6,6,6,4,1,6,5,2,0,0,0,0,0,0,0
Atil,C,C,1,1,0,2,2,1,0,0,0,1,1,0,C
Bacadehuachi,C,C,0,0,0,1,1,0,0,0,0,1,1,0,C
Bacanora,4,4,2,1,0,4,4,0,1,1,0,1,1,0,0
Bacerac,4,4,3,3,0,4,4,0,1,1,0,0,0,0,0
Bacoachi,5,5,5,5,0,5,4,1,0,0,0,1,0,0,0
Bacum,44,40,30,18,11,14,4,5,0,0,0,15,8,6,4
Banamichi,3,3,2,1,1,3,3,1,0,0,0,1,1,0,0
Baviacora,C,C,1,1,0,2,2,1,0,0,0,0,0,0,C
Bavispe,C,C,2,2,0,2,1,0,0,0,0,0,0,0,C
Benjamin Hill,3,3,2,0,0,3,3,0,0,0,0,0,0,0,0
Caborca,72,60,48,31,30,21,7,6,0,0,0,0,0,0,12
Cajeme,103,100,70,36,9,46,34,21,1,1,1,10,5,5,3
Cananea,7,7,3,0,0,7,6,1,0,0,0,2,1,1,0
Carbo,C,C,2,1,0,2,2,1,0,0,0,2,1,0,C
La Colorada,6,6,4,3,0,6,5,0,0,0,0,1,1,0,0
Cucurpe,3,3,3,3,0,3,3,2,1,1,1,0,0,0,0
Cumpas,7,7,7,5,1,7,6,1,0,0,0,1,1,0,0
Divisaderos,C,C,1,1,0,1,1,0,0,0,0,0,0,0,C
Empalme,16,16,11,5,2,12,4,2,0,0,0,7,3,1,0
Etchojoa,45,38,35,13,8,15,3,1,0,0,0,19,4,0,7
Fronteras,12,12,10,9,0,12,11,0,0,0,0,1,0,0,0
Granados,C,C,1,1,0,1,1,0,0,0,0,0,0,0,C
Guaymas,31,30,21,10,2,26,11,0,0,0,0,9,4,0,1
Hermosillo,52,52,31,19,4,47,20,3,3,1,1,13,8,4,0
Huachinera,C,C,2,2,1,2,2,1,0,0,0,1,1,0,C
Huasabas,C,C,0,0,0,1,1,0,0,0,0,0,0,0,C
Huatabampo,57,56,49,18,4,33,22,1,0,0,0,34,25,1,1
Huepac,3,3,1,1,0,3,3,0,0,0,0,0,0,0,0
Imuris,6,6,5,2,1,5,5,1,0,0,0,1,1,0,0
Magdalena,9,9,8,3,0,9,8,0,0,0,0,1,0,0,0
Mazatan,3,3,3,3,0,3,3,0,0,0,0,3,1,0,0
Moctezuma,4,4,2,1,1,4,3,1,0,0,0,0,0,0,0
Naco,C,C,2,2,1,2,2,1,0,0,0,0,0,0,C
Nacori Chico,4,4,3,3,0,4,4,0,2,2,1,2,2,0,0
Nacozari de Garcia,4,4,0,0,0,4,3,1,0,0,0,0,0,0,0
Navojoa,45,45,31,16,7,37,11,3,0,0,0,26,13,2,0
Nogales,8,8,4,2,1,7,7,0,1,1,0,1,1,0,0
Onavas,C,C,1,1,0,2,2,0,0,0,0,1,1,0,C
Opodepe,6,6,5,3,0,6,4,0,0,0,0,4,0,0,0
Oquitoa,C,C,1,0,0,1,1,0,0,0,0,0,0,0,C
Pitiquito,11,9,2,1,1,9,3,1,0,0,0,0,0,0,2
Puerto Peñasco,27,12,2,1,1,9,2,4,1,0,0,3,3,2,15
Quiriego,17,17,13,8,4,13,11,2,1,0,0,12,10,0,0
Rayon,5,5,3,1,0,5,3,0,0,0,0,1,1,1,0
Rosario,17,17,11,10,1,16,15,3,0,0,0,1,0,0,0
Sahuaripa,18,18,14,10,0,18,16,0,3,3,0,6,2,0,0
San Felipe de Jesus,C,C,0,0,0,1,1,0,0,0,0,0,0,0,C
San Javier,C,C,0,0,0,1,1,1,0,0,0,0,0,0,C
San Luis Rio Colorado,41,23,22,8,1,11,3,1,1,1,1,9,4,1,18
San Miguel de Horcasitas,4,4,4,2,0,4,3,0,0,0,0,1,0,0,0
San Pedro de la Cueva,6,6,6,1,0,6,5,0,1,1,0,2,1,0,0
Santa Ana,7,7,7,2,0,7,6,0,0,0,0,0,0,0,0
Santa Cruz,C,C,2,2,0,2,2,0,0,0,0,0,0,0,C
Saric,5,5,2,1,1,5,5,1,0,0,0,0,0,0,0
Soyopa,6,6,6,2,0,4,4,1,0,0,0,1,1,0,0
Suaqui Grande,C,C,1,1,0,2,2,1,0,0,0,0,0,0,C
Tepache,C,C,2,1,0,2,2,0,0,0,0,0,0,0,C
Trincheras,3,3,2,0,0,3,2,0,0,0,0,0,0,0,0
Tubutama,7,7,4,4,1,7,6,0,0,0,0,0,0,0,0
Ures,12,12,11,11,0,12,12,0,0,0,0,0,0,0,0
Villa Hidalgo,4,4,4,3,0,4,4,0,0,0,0,0,0,0,0
Villa Pesqueira,3,3,2,2,0,3,3,0,0,0,0,0,0,0,0
Yecora,9,9,6,6,2,9,9,1,2,2,1,1,1,0,0
General Plutarco Elias Calles,29,25,16,10,0,19,4,0,0,0,0,9,4,0,4
Benito Juarez,10,10,10,4,4,7,0,0,0,0,0,4,3,0,0
San Ignacio Rio Muerto,38,31,28,15,14,6,1,1,0,0,0,12,5,2,7
Tabasco,779,777,676,432,15,738,520,18,31,11,3,123,76,15,2
Balancan,55,55,52,45,1,54,46,1,3,2,0,8,4,3,0
Cardenas,62,62,59,38,1,55,25,2,1,0,0,4,3,0,0
Centla,55,54,44,37,0,50,32,0,5,2,1,16,10,2,1
Centro,64,64,46,25,0,64,53,1,0,0,0,18,8,0,0
Comalcalco,33,33,30,23,1,29,11,1,0,0,0,7,6,2,0
Cunduacan,44,44,44,34,1,36,10,1,0,0,0,2,2,0,0
Emiliano Zapata,14,14,14,12,0,13,12,1,0,0,0,0,0,0,0
Huimanguillo,123,123,100,68,2,121,89,3,5,0,0,16,10,3,0
Jalapa,23,23,14,1,0,23,22,1,0,0,0,0,0,0,0
Jalpa de Mendez,28,28,23,6,1,27,24,3,0,0,0,1,1,0,0
Jonuta,37,36,33,31,2,36,34,1,1,1,0,0,0,0,1
Macuspana,66,66,59,26,0,66,58,0,1,0,0,2,0,0,0
Nacajuca,29,29,17,5,0,29,26,0,0,0,0,5,3,0,0
Paraiso,16,16,15,11,1,11,5,0,4,2,1,3,3,1,0
Tacotalpa,36,36,35,13,0,35,22,0,3,0,0,19,12,0,0
Teapa,21,21,21,6,0,19,14,0,0,0,0,1,1,0,0
Tenosique,73,73,70,51,5,70,37,3,8,4,1,21,13,4,0
Tamaulipas,1391,1387,1263,921,45,1224,430,20,40,27,28,280,179,19,4
Abasolo,37,37,35,20,0,35,13,0,2,2,2,5,2,0,0
Aldama,62,62,46,5,1,62,49,0,1,1,1,2,2,2,0
Altamira,39,38,29,24,1,37,13,0,0,0,0,15,9,4,1
Antiguo Morelos,17,17,16,13,2,15,8,2,0,0,0,2,2,1,0
Burgos,19,19,18,14,0,19,12,0,0,0,0,0,0,0,0
Bustamante,22,22,22,22,1,22,4,1,1,0,0,14,6,0,0
Camargo,9,9,8,6,2,8,4,2,0,0,0,0,0,0,0
Casas,23,23,22,20,3,23,0,0,1,0,0,1,1,1,0
Cruillas,10,10,6,5,1,10,5,0,1,1,1,0,0,0,0
Gomez Farias,25,25,23,12,0,20,3,1,9,4,8,6,3,1,0
Gonzalez,87,87,78,33,2,85,36,1,0,0,0,7,2,1,0
Güemez,41,41,37,34,1,39,5,2,5,5,5,7,3,0,0
Guerrero,C,C,2,0,0,2,1,0,0,0,0,1,0,0,C
Gustavo Diaz Ordaz,9,9,8,6,0,7,3,1,0,0,0,0,0,0,0
Hidalgo,62,61,55,48,2,61,13,3,3,3,2,12,3,0,1
Jaumave,40,40,38,36,1,38,14,0,3,2,2,26,21,1,0
Jimenez,22,22,21,19,1,21,11,1,0,0,0,2,1,0,0
Llera,54,54,53,39,0,53,14,0,3,1,1,8,6,1,0
Mainero,14,14,14,11,0,14,2,0,0,0,0,1,1,0,0
El Mante,124,124,118,77,5,86,35,1,1,1,1,21,9,0,0
Matamoros,78,77,77,66,5,38,4,0,0,0,0,29,24,1,1
Mendez,22,22,22,20,0,18,6,0,0,0,0,0,0,0,0
Miquihuana,9,9,9,8,3,9,0,0,2,2,2,6,5,0,0
Nuevo Laredo,16,16,1,1,0,16,9,0,0,0,0,2,2,0,0
Nuevo Morelos,6,6,5,5,0,6,5,0,0,0,0,0,0,0,0
Ocampo,34,34,31,22,0,32,11,0,2,1,2,10,7,1,0
Padilla,20,20,20,20,3,16,1,0,0,0,0,0,0,0,0
Palmillas,C,C,5,5,0,5,4,0,0,0,0,4,3,0,C
Reynosa,74,73,69,45,3,57,13,2,0,0,0,8,7,3,1
Rio Bravo,23,23,23,21,0,10,0,0,0,0,0,0,0,0,0
San Carlos,53,53,50,42,2,52,39,2,0,0,0,36,31,0,0
San Fernando,67,67,65,54,1,60,17,1,0,0,0,0,0,0,0
San Nicolas,7,7,6,5,0,7,5,0,0,0,0,6,4,0,0
Soto la Marina,59,59,39,13,0,58,29,0,1,1,0,16,9,1,0
Tampico,C,C,1,1,0,1,0,0,0,0,0,1,0,0,C
Tula,60,60,59,44,3,59,9,0,3,3,0,15,11,1,0
Valle Hermoso,27,27,27,26,0,17,3,0,0,0,0,2,2,0,0
Victoria,40,40,34,25,1,39,9,0,1,0,1,10,0,0,0
Villagran,31,31,30,22,0,31,13,0,0,0,0,4,2,0,0
Xicotencatl,41,41,41,32,1,36,8,0,1,0,0,1,1,0,0
Tlaxcala,246,246,244,232,5,149,48,0,11,10,8,42,31,1,0
Amaxac de Guerrero,C,C,1,1,1,0,0,0,0,0,0,0,0,0,C
Atlangatepec,4,4,4,4,0,4,3,0,0,0,0,0,0,0,0
Altzayanca,18,18,18,18,0,14,9,0,1,1,1,5,5,0,0
Apizaco,4,4,3,3,0,4,1,0,0,0,0,0,0,0,0
Calpulalpan,11,11,11,9,1,7,0,0,1,1,1,3,3,0,0
El Carmen Tequexquitla,C,C,3,3,0,2,1,0,0,0,0,2,2,0,C
Cuapiaxtla,11,11,11,11,0,7,3,0,0,0,0,1,1,0,0
Cuaxomulco,C,C,1,1,0,0,0,0,0,0,0,0,0,0,C
Chiautempan,5,5,5,5,0,1,0,0,0,0,0,4,3,1,0
Muñoz de Domingo Arenas,4,4,4,4,0,4,1,0,0,0,0,0,0,0,0
Españita,11,11,11,11,1,5,1,0,1,0,0,3,2,0,0
Huamantla,25,25,25,23,0,9,2,0,0,0,0,2,1,0,0
Hueyotlipan,13,13,13,13,0,11,1,0,0,0,0,0,0,0,0
Ixtacuixtla de Mariano Matamoros,16,16,16,14,0,4,2,0,0,0,0,0,0,0,0
Ixtenco,C,C,1,1,0,1,1,0,0,0,0,0,0,0,C
Tepetitla de Lardizabal,C,C,2,2,0,1,0,0,0,0,0,0,0,0,C
Sanctorum de Lazaro Cardenas,4,4,4,4,0,4,1,0,0,0,0,0,0,0,0
Nanacamilpa de Mariano Arista,5,5,5,3,0,3,1,0,0,0,0,1,1,0,0
Nativitas,15,15,14,14,0,10,4,0,0,0,0,0,0,0,0
Panotla,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0
Santa Cruz Tlaxcala,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0
Teolocholco,C,C,2,2,0,0,0,0,0,0,0,1,1,0,C
Terrenate,6,6,6,6,0,2,1,0,1,1,0,0,0,0,0
Tetla de la Solidaridad,7,7,7,7,0,6,0,0,0,0,0,0,0,0,0
Tetlatlahuca,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0
Tlaxcala,3,3,3,3,0,1,0,0,0,0,0,1,1,0,0
Tlaxco,29,29,29,28,0,26,12,0,7,7,6,13,10,0,0
Tocatlan,C,C,1,0,0,0,0,0,0,0,0,0,0,0,C
