INEGI. IX Censo Ejidal 2007,,,,,,,,,
Superficie de uso comun sin vegetacion,,,,,,,cuadro 11,,
por entidad federativa y municipio,,,,,,,,,
entidad_federativa_y_municipio,ejidos_y_comunidades_con_superficie_de_uso_comun_sin_vegetacion,superficie_sin_vegetacion_(ha),superficies_sin_vegetacion_(ha)_arenales_o_pedregales,superficies_sin_vegetacion_(ha)_ensalitradas,superficies_sin_vegetacion_(ha)_erosionadas,superficies_sin_vegetacion_(ha)_cubiertas_por_agua,superficies_sin_vegetacion_(ha)_otras_superficies,ensalitradas,unidad_de_medida
Xiutetelco,2,123.4800,70.0000,0.0000,0.0000,0.0000,53.4800,0.0000,Hectarea
Xochiapulco,1,175.5400,54.3100,0.0000,0.0000,0.0000,121.2300,0.0000,Hectarea
Xochitlan Todos Santos,2,252.4800,7.9900,0.0000,0.0000,0.0000,244.4900,0.0000,Hectarea
Yehualtepec,2,212.1200,190.8100,0.0000,0.0000,0.0000,21.3100,0.0000,Hectarea
Zacapoaxtla,2,3.5700,2.7500,0.2900,0.0000,0.0000,0.5300,0.2900,Hectarea
Zacatlan,5,9.5000,7.5000,0.0000,0.0000,2.0000,0.0000,0.0000,Hectarea
Zapotitlan,4,2295.5500,905.9800,5.0000,1.9800,0.0000,1382.5900,5.0000,Hectarea
Zautla,7,1554.6100,1192.3000,0.0000,355.0700,0.0000,7.2500,0.0000,Hectarea
Zoquitlan,1,580.8300,0.0000,0.0000,0.0000,580.8300,0.0000,0.0000,Hectarea
Queretaro,154,22309.1700,14005.4400,2145.0100,1828.1100,229.9500,4100.6600,2145.0100,Hectarea
Amealco de Bonfil,18,1155.8300,711.5000,51.0000,298.5000,10.0000,84.8300,51.0000,Hectarea
Pinal de Amoles,11,1138.5400,108.4900,0.0000,6.5200,5.6000,1017.9300,0.0000,Hectarea
Arroyo Seco,2,13.5000,13.5000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Cadereyta de Montes,22,8348.9700,4931.5000,1796.0000,545.0900,46.0000,1030.3700,1796.0000,Hectarea
Colon,11,759.9800,450.5600,0.0000,79.8500,9.1800,220.3900,0.0000,Hectarea
Corregidora,7,636.7800,539.0000,0.0000,0.0000,0.0000,97.7800,0.0000,Hectarea
Ezequiel Montes,3,463.8200,16.6700,0.0000,0.0000,0.0000,447.1500,0.0000,Hectarea
Huimilpan,8,266.4300,216.4300,0.0000,50.0000,0.0000,0.0000,0.0000,Hectarea
El Marques,15,583.2200,500.8700,12.0000,2.9900,44.6700,22.6900,12.0000,Hectarea
Pedro Escobedo,13,2438.7100,2030.7800,0.0000,133.2000,50.0000,224.7300,0.0000,Hectarea
Peñamiller,7,894.1300,375.4900,261.8200,256.8200,0.0000,0.0100,261.8200,Hectarea
Queretaro,10,850.2000,557.2100,9.6500,264.7000,18.0000,0.6500,9.6500,Hectarea
San Joaquin,3,369.6700,49.8200,0.0000,125.5600,0.0000,194.3000,0.0000,Hectarea
San Juan del Rio,13,1789.6800,1435.3200,14.5400,44.8700,45.0000,249.9500,14.5400,Hectarea
Tequisquiapan,5,745.8600,214.4600,0.0000,20.0000,1.5000,509.9000,0.0000,Hectarea
Toliman,6,1853.8400,1853.8400,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Quintana Roo,85,49571.6600,5062.3400,218.7000,158.6000,17094.5100,27037.5100,218.7000,Hectarea
Felipe Carrillo Puerto,5,1341.7300,200.0000,0.0000,150.0000,562.0000,429.7300,0.0000,Hectarea
Isla Mujeres,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Othon P. Blanco,29,30731.8000,3659.6900,0.0000,0.0000,11239.7200,15832.3800,0.0000,Hectarea
Benito Juarez,1,452.8100,20.0000,77.8100,0.0000,0.0000,355.0000,77.8100,Hectarea
Jose Maria Morelos,33,11899.8800,1020.0000,0.0000,4.0000,5066.5800,5809.3000,0.0000,Hectarea
Lazaro Cardenas,14,494.0800,152.6400,140.8900,4.6000,76.2100,119.7300,140.8900,Hectarea
Solidaridad,2,4651.3700,10.0000,0.0000,0.0000,150.0000,4491.3700,0.0000,Hectarea
San Luis Potosi,229,111186.4500,34846.4900,11911.2300,4827.6700,2058.7200,57542.3400,11911.2300,Hectarea
Ahualulco,1,1050.0000,1050.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Alaquines,4,469.6500,0.0000,0.0000,19.5200,7.4600,442.6700,0.0000,Hectarea
Aquismon,6,817.1100,578.9200,0.0000,238.1800,0.0000,0.0000,0.0000,Hectarea
Armadillo de los Infante,1,10.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Cardenas,1,4494.4000,0.0000,0.0000,80.0000,0.0000,4414.4000,0.0000,Hectarea
Catorce,2,26.0000,20.0000,3.0000,0.0000,3.0000,0.0000,3.0000,Hectarea
Cedral,2,74.2500,3.0000,0.0000,0.0000,0.0000,71.2500,0.0000,Hectarea
Cerritos,2,11.9600,4.0000,0.0000,4.0000,3.9700,0.0000,0.0000,Hectarea
Ciudad del Maiz,5,1398.5000,1079.5200,4.8900,9.7800,0.0000,304.3100,4.8900,Hectarea
Tancanhuitz,2,78.1700,13.5100,0.0000,0.0000,0.0000,64.6600,0.0000,Hectarea
Ciudad Valles,1,0.5100,0.5100,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Charcas,11,18609.8600,2175.5500,359.9000,74.0000,50.6500,15949.7500,359.9000,Hectarea
Guadalcazar,11,1636.8800,138.9200,64.9600,1433.0000,0.0000,0.0000,64.9600,Hectarea
Huehuetlan,1,0.3300,0.0000,0.0000,0.3300,0.0000,0.0000,0.0000,Hectarea
Lagunillas,4,7.2400,5.0900,0.0000,0.0000,0.0000,2.1500,0.0000,Hectarea
Matehuala,8,165.5000,64.5000,101.0000,0.0000,0.0000,0.0000,101.0000,Hectarea
Mexquitic de Carmona,12,3544.3400,3435.4900,10.0000,10.0000,0.0000,88.8500,10.0000,Hectarea
Moctezuma,4,386.8000,104.8700,281.9300,0.0000,0.0000,0.0000,281.9300,Hectarea
Rayon,5,5776.6800,648.0000,50.0000,10.0000,323.0000,4745.6800,50.0000,Hectarea
Rioverde,14,2915.9600,989.6700,313.6400,59.9000,6.0000,1546.7500,313.6400,Hectarea
Salinas,4,563.9700,250.0000,308.0000,4.0000,1.5000,0.4700,308.0000,Hectarea
San Antonio,2,71.7200,0.0000,0.0000,7.4800,0.0000,64.2400,0.0000,Hectarea
San Ciro de Acosta,1,245.9600,17.0000,0.0000,0.0000,0.0000,228.9600,0.0000,Hectarea
San Luis Potosi,14,7152.4900,6537.6200,77.7300,123.1400,0.0000,414.0000,77.7300,Hectarea
San Martin Chalchicuautla,1,0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,Hectarea
San Nicolas Tolentino,2,3605.7900,3105.7900,0.0000,0.0000,500.0000,0.0000,0.0000,Hectarea
Santa Catarina,1,156.7100,0.0000,0.0000,0.0000,0.0000,156.7100,0.0000,Hectarea
Santa Maria del Rio,2,92.0000,2.0000,0.0000,0.0000,90.0000,0.0000,0.0000,Hectarea
Santo Domingo,14,24693.4000,183.4000,2740.0000,290.0000,27.0000,21453.0000,2740.0000,Hectarea
San Vicente Tancuayalab,3,326.4800,0.0000,0.0000,0.0000,305.1300,21.3500,0.0000,Hectarea
Soledad de Graciano Sanchez,5,1811.0000,1310.0000,0.0000,1.0000,0.0000,500.0000,0.0000,Hectarea
Tamasopo,3,6579.0800,4380.7900,0.0000,0.0000,0.0000,2198.2900,0.0000,Hectarea
Tamazunchale,8,128.8700,110.4200,4.9500,6.0000,0.0000,7.5000,4.9500,Hectarea
Tamuin,16,268.2700,66.6100,67.0000,107.0500,2.5100,25.1000,67.0000,Hectarea
Tanlajas,2,11.3800,0.0000,10.0000,1.0000,0.0000,0.3800,10.0000,Hectarea
Vanegas,4,6548.0000,20.0000,6528.0000,0.0000,0.0000,0.0000,6528.0000,Hectarea
Venado,1,11.8000,0.0000,0.0000,0.0000,0.0000,11.8000,0.0000,Hectarea
Villa de Arriaga,10,1786.1100,691.4200,12.7300,930.3900,0.0000,151.5700,12.7300,Hectarea
Villa de Guadalupe,7,9298.1800,3958.4300,811.8300,0.0000,21.9100,4506.0100,811.8300,Hectarea
Villa de Ramos,8,2004.8000,1437.4800,85.0800,40.0000,442.2400,0.0000,85.0800,Hectarea
Villa de Reyes,6,2275.1800,793.9900,25.0000,1111.3900,272.7700,72.0300,25.0000,Hectarea
Villa Hidalgo,9,1593.2500,1455.0000,50.0000,5.0000,0.0000,83.2500,50.0000,Hectarea
Villa Juarez,2,44.3700,0.0000,1.5800,26.4900,1.5800,14.7200,1.5800,Hectarea
Axtla de Terrazas,2,8.0000,0.0000,0.0000,6.0000,0.0000,2.0000,0.0000,Hectarea
Zaragoza,5,435.0000,205.0000,0.0000,230.0000,0.0000,0.0000,0.0000,Hectarea
Sinaloa,359,102804.4000,55995.1000,22934.6000,2095.1800,5494.0400,16285.4700,22934.6000,Hectarea
Ahome,46,15964.0900,10746.0000,4698.3500,19.0000,243.0000,257.7300,4698.3500,Hectarea
Angostura,12,3253.2300,10.0000,2760.8000,0.0000,317.0000,165.4300,2760.8000,Hectarea
Badiraguato,8,2433.9400,1877.7900,0.0000,1.5000,0.0000,554.6500,0.0000,Hectarea
Concordia,12,6915.1800,3209.1800,90.0000,263.7700,81.5600,3270.6700,90.0000,Hectarea
Cosala,22,1662.9400,477.5000,0.0000,58.0000,60.0000,1067.4400,0.0000,Hectarea
Culiacan,37,4744.2900,410.3600,2410.6400,13.4000,783.5600,1126.3300,2410.6400,Hectarea
Choix,23,22218.1000,17751.1700,0.0000,0.0000,0.0000,4466.9300,0.0000,Hectarea
Elota,4,325.0000,220.0000,67.0000,38.0000,0.0000,0.0000,67.0000,Hectarea
Escuinapa,8,3205.0900,19.6700,926.0000,983.4200,1276.0000,0.0000,926.0000,Hectarea
El Fuerte,25,4971.5700,2585.7900,7.6900,254.6500,163.5900,1959.8500,7.6900,Hectarea
Guasave,46,10188.4000,172.8100,9532.1100,0.0000,236.7100,246.7600,9532.1100,Hectarea
Mazatlan,19,2864.4700,1247.1800,259.8200,33.3600,650.2200,673.8800,259.8200,Hectarea
Mocorito,14,2025.5000,1830.8900,147.7500,37.8600,0.0000,9.0000,147.7500,Hectarea
Rosario,19,2525.9700,1789.9600,473.2100,19.1400,87.0000,156.6700,473.2100,Hectarea
Salvador Alvarado,2,84.8700,84.8700,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
San Ignacio,11,1628.1200,506.8300,199.8700,5.0000,282.2500,634.1700,199.8700,Hectarea
Sinaloa,26,11885.6800,10781.8400,9.5000,238.6600,523.0000,332.6800,9.5000,Hectarea
Navolato,25,5907.9700,2273.2600,1351.8700,129.4500,790.1400,1363.2600,1351.8700,Hectarea
Sonora,390,751371.9400,298799.4800,57617.0700,29811.7100,6108.7700,359034.9100,57617.0700,Hectarea
alamos,43,8719.3000,5194.1700,7.8600,1.4400,152.1100,3363.7100,7.8600,Hectarea
Altar,1,395.0000,0.0000,0.0000,0.0000,0.0000,395.0000,0.0000,Hectarea
Arivechi,2,970.4400,510.0000,100.0000,80.0000,0.0000,280.4400,100.0000,Hectarea
Arizpe,1,44.8700,34.9000,9.9700,0.0000,0.0000,0.0000,9.9700,Hectarea
Atil,2,561.0500,496.8500,49.3900,14.8200,0.0000,0.0000,49.3900,Hectarea
Bacadehuachi,1,148.6400,99.0900,49.5500,0.0000,0.0000,0.0000,49.5500,Hectarea
Bacanora,3,224.3400,29.4300,0.0000,36.0700,1.6500,157.1900,0.0000,Hectarea
Bacerac,2,76.6200,72.1600,0.0000,0.0000,0.0000,4.4600,0.0000,Hectarea
Bacoachi,1,94.2500,0.0000,0.0000,94.2500,0.0000,0.0000,0.0000,Hectarea
Bacum,21,3097.3800,473.0000,1339.0900,35.0000,1076.5000,173.7900,1339.0900,Hectarea
Benjamin Hill,1,4.9800,4.9800,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Caborca,25,30715.1500,27705.0800,2476.9600,17.2800,0.0000,515.8300,2476.9600,Hectarea
Cajeme,37,37825.7200,10838.7500,3951.5000,2387.0000,1340.5600,19307.9100,3951.5000,Hectarea
Cananea,1,2000.0000,2000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
La Colorada,3,9826.1900,1850.0000,1326.1900,0.0000,0.0000,6650.0000,1326.1900,Hectarea
Cucurpe,2,1364.8600,50.0000,0.0000,0.0000,0.0000,1314.8600,0.0000,Hectarea
Cumpas,3,8293.1300,342.7700,58.7300,0.0000,24.0000,7867.6300,58.7300,Hectarea
Empalme,5,361.4100,139.7000,0.0000,0.0000,0.0000,221.7100,0.0000,Hectarea
Etchojoa,26,3718.4800,0.0000,1363.0300,0.0000,0.0000,2355.4500,1363.0300,Hectarea
Guaymas,13,143955.7100,71521.7400,25586.8600,23483.3300,0.0000,23363.7800,25586.8600,Hectarea
Hermosillo,18,7905.7700,5773.1700,450.8700,56.8800,250.0000,1374.8400,450.8700,Hectarea
Huatabampo,36,17302.3900,1441.7800,8934.7800,0.0000,616.5000,6309.3400,8934.7800,Hectarea
Imuris,3,2643.7500,204.1000,0.0000,159.6500,0.0000,2280.0000,0.0000,Hectarea
Magdalena,4,289.6200,200.2700,0.0000,89.3500,0.0000,0.0000,0.0000,Hectarea
Mazatan,2,1795.3700,44.0000,6.0000,0.0000,0.0000,1745.3700,6.0000,Hectarea
Nacozari de Garcia,3,1096.4500,1096.4500,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Navojoa,8,825.6300,700.1300,0.0000,70.4500,45.0000,10.0400,0.0000,Hectarea
Nogales,5,3579.2100,997.5300,0.0000,12.6800,0.0000,2569.0000,0.0000,Hectarea
Onavas,2,785.4800,252.0000,5.0000,0.0000,0.0000,528.4800,5.0000,Hectarea
Pitiquito,3,7201.4200,3723.6500,0.0000,185.1900,0.0000,3292.5900,0.0000,Hectarea
Puerto Peñasco,15,84943.4600,79198.0100,5745.4000,0.0000,0.0000,0.0500,5745.4000,Hectarea
Quiriego,2,202.0000,200.0000,0.0000,0.0000,0.0000,2.0000,0.0000,Hectarea
Rosario,4,235.9500,110.0000,0.0000,10.0000,15.0000,100.9500,0.0000,Hectarea
Sahuaripa,7,2902.4500,418.8200,6.3300,1799.0300,537.7400,140.5200,6.3300,Hectarea
San Javier,1,209.8800,0.0000,0.0000,0.0000,0.0000,209.8800,0.0000,Hectarea
San Luis Rio Colorado,32,273955.1100,35561.9100,1337.5000,0.0000,1800.0000,235255.6900,1337.5000,Hectarea
San Pedro de la Cueva,6,17754.7300,363.5600,120.9200,136.2500,63.9800,17070.0100,120.9200,Hectarea
Santa Ana,1,19.8300,8.0000,0.0000,0.0000,0.0000,11.8300,0.0000,Hectarea
Santa Cruz,1,10576.0000,0.0000,0.0000,0.0000,0.0000,10576.0000,0.0000,Hectarea
Soyopa,2,2681.1700,101.1500,2.0000,0.0200,15.0000,2563.0000,2.0000,Hectarea
Trincheras,1,99.3900,0.0000,0.0000,0.0000,0.0000,99.3900,0.0000,Hectarea
Tubutama,1,464.6100,100.0000,50.0000,50.0000,0.0000,264.6100,50.0000,Hectarea
Ures,1,4100.0000,0.0000,0.0000,10.0000,0.0000,4090.0000,0.0000,Hectarea
Villa Hidalgo,3,2004.7300,391.6900,20.0000,0.0000,50.7300,1542.3100,20.0000,Hectarea
Villa Pesqueira,2,16903.6700,15040.0000,10.0000,10.0000,0.0000,1843.6700,10.0000,Hectarea
Yecora,2,323.3300,56.0000,0.0000,15.0000,0.0000,252.3300,0.0000,Hectarea
General Plutarco Elias Calles,10,30524.4300,29931.6600,0.0000,0.0000,0.0000,592.7700,0.0000,Hectarea
San Ignacio Rio Muerto,22,7648.6000,1523.0000,4609.1400,1058.0000,120.0000,338.4600,4609.1400,Hectarea
Tabasco,104,37420.0800,4604.0000,3831.2300,78.4800,20204.2400,8702.1300,3831.2300,Hectarea
Balancan,4,266.7600,11.3400,0.0000,0.9900,172.5000,81.9400,0.0000,Hectarea
Cardenas,6,2682.3600,14.0000,1211.7100,0.0000,1455.6400,1.0100,1211.7100,Hectarea
Centla,21,15209.4300,3500.6800,847.3900,9.6800,4807.9700,6043.7100,847.3900,Hectarea
Centro,4,613.2300,0.0000,0.0000,56.8200,353.0600,203.3500,0.0000,Hectarea
Comalcalco,6,1719.8700,0.0000,785.9300,0.0000,786.9300,147.0000,785.9300,Hectarea
Emiliano Zapata,3,805.3800,0.0000,0.0000,0.0000,0.0000,805.3800,0.0000,Hectarea
Huimanguillo,11,350.1600,56.5000,0.0000,0.0000,273.6600,20.0000,0.0000,Hectarea
Jalapa,2,6.5000,0.0000,0.0000,0.0000,6.5000,0.0000,0.0000,Hectarea
Jalpa de Mendez,6,935.4000,0.0000,7.0000,0.0000,850.8000,77.6000,7.0000,Hectarea
Jonuta,4,3958.3300,0.0000,0.0000,0.0000,3324.2400,634.1000,0.0000,Hectarea
Macuspana,9,7000.1700,0.0000,0.0000,0.0000,6976.5800,23.5800,0.0000,Hectarea
Nacajuca,6,864.6200,0.0000,0.0000,10.0000,437.3000,417.3200,0.0000,Hectarea
Paraiso,7,1691.5600,0.0000,979.1900,0.0000,710.0500,2.3100,979.1900,Hectarea
Tenosique,15,1316.3000,1021.4900,0.0000,1.0000,49.0000,244.8200,0.0000,Hectarea
Tamaulipas,251,40180.2700,13505.9600,3892.9900,1936.5100,2653.9600,18190.8500,3892.9900,Hectarea
Abasolo,9,129.1100,21.7500,28.6000,22.0000,0.0000,56.7700,28.6000,Hectarea
Aldama,13,254.6900,139.0800,16.4900,0.0000,89.6200,9.5000,16.4900,Hectarea
Altamira,21,3060.1400,2061.3700,180.4300,50.0000,758.2000,10.1400,180.4300,Hectarea
Antiguo Morelos,6,697.8300,666.8300,0.0000,0.0000,1.0000,30.0000,0.0000,Hectarea
Burgos,8,3063.3800,1127.3100,79.4300,244.1000,29.4300,1583.1000,79.4300,Hectarea
Bustamante,5,1631.4000,53.0000,16.0000,0.0000,0.0000,1562.4000,16.0000,Hectarea
Casas,2,150.0000,60.0000,90.0000,0.0000,0.0000,0.0000,90.0000,Hectarea
Cruillas,6,4360.8900,734.9900,72.9900,62.0500,14.2000,3476.6700,72.9900,Hectarea
Gomez Farias,2,228.5000,228.5000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Gonzalez,21,1134.3700,563.7300,70.0200,45.0200,89.7000,365.9000,70.0200,Hectarea
Güemez,13,1283.5400,995.9800,7.6700,18.6900,0.0000,261.2100,7.6700,Hectarea
Gustavo Diaz Ordaz,1,26.0000,0.0000,0.0000,0.0000,26.0000,0.0000,0.0000,Hectarea
Hidalgo,10,1077.8000,395.3000,3.0000,0.0000,96.5000,583.0000,3.0000,Hectarea
Jaumave,16,837.9800,648.5500,144.6800,44.7600,0.0000,0.0000,144.6800,Hectarea
Jimenez,4,82.7700,25.0000,28.0000,0.0000,13.4800,16.2900,28.0000,Hectarea
Llera,7,475.0000,205.0000,270.0000,0.0000,0.0000,0.0000,270.0000,Hectarea
El Mante,11,1032.4100,1023.1700,0.1500,6.0000,3.1000,0.0000,0.1500,Hectarea
Matamoros,11,2743.4800,1.5000,1178.8300,0.0000,1308.0600,255.0900,1178.8300,Hectarea
Mendez,5,302.7400,137.0600,90.0000,51.1700,0.0000,24.5000,90.0000,Hectarea
Nuevo Laredo,3,1186.5000,233.5000,0.0000,0.0000,0.0000,953.0000,0.0000,Hectarea
Ocampo,6,662.0500,539.0000,38.0000,49.0000,0.0000,36.0500,38.0000,Hectarea
Padilla,6,561.0300,99.8500,88.2100,39.3900,0.0000,333.5700,88.2100,Hectarea
Palmillas,2,100.5600,97.6000,2.9600,0.0000,0.0000,0.0000,2.9600,Hectarea
Reynosa,16,712.6300,48.0000,0.0000,15.0000,32.0000,617.6300,0.0000,Hectarea
San Carlos,4,30.9300,28.9500,0.0000,0.0000,1.9800,0.0000,0.0000,Hectarea
San Fernando,6,695.1600,139.1600,418.5000,0.0000,45.0000,92.5000,418.5000,Hectarea
Soto la Marina,17,2320.0600,979.3900,60.0000,8.0000,107.3200,1165.3500,60.0000,Hectarea
Tampico,1,27.0000,0.0000,0.0000,0.0000,27.0000,0.0000,0.0000,Hectarea
Tula,12,10906.7100,2165.2900,698.5300,1281.3400,3.3700,6758.1800,698.5300,Hectarea
Victoria,3,38.8600,36.3600,2.5000,0.0000,0.0000,0.0000,2.5000,Hectarea
Xicotencatl,4,366.7300,50.7300,308.0000,0.0000,8.0000,0.0000,308.0000,Hectarea
Tlaxcala,68,2515.4300,1087.6500,32.8100,664.2100,40.2300,690.5400,32.8100,Hectarea
Atlangatepec,1,117.7200,0.0000,0.0000,20.0000,0.0000,97.7200,0.0000,Hectarea
Altzayanca,2,37.2500,25.0000,2.0000,8.0000,0.2500,2.0000,2.0000,Hectarea
Apizaco,1,18.0000,0.0000,0.0000,0.0000,0.0000,18.0000,0.0000,Hectarea
Calpulalpan,3,145.1900,117.0000,6.3500,2.9700,0.5000,18.3700,6.3500,Hectarea
Cuapiaxtla,1,1.5000,1.0000,0.0000,0.5000,0.0000,0.0000,0.0000,Hectarea
Chiautempan,1,23.8300,23.8300,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Muñoz de Domingo Arenas,2,31.9600,15.0000,16.9600,0.0000,0.0000,0.0000,16.9600,Hectarea
Españita,5,189.5000,28.0000,7.5000,36.5000,0.0000,117.5000,7.5000,Hectarea
Huamantla,3,123.2400,82.9400,0.0000,29.6900,0.0000,10.6100,0.0000,Hectarea
Hueyotlipan,5,111.9600,0.0000,0.0000,52.4300,9.5700,49.9600,0.0000,Hectarea
Ixtacuixtla de Mariano Matamoros,4,18.9300,15.4700,0.0000,3.0000,0.0000,0.4600,0.0000,Hectarea
Ixtenco,1,40.0000,20.0000,0.0000,20.0000,0.0000,0.0000,0.0000,Hectarea
Nanacamilpa de Mariano Arista,3,180.9400,14.7400,0.0000,162.0000,0.0000,4.2000,0.0000,Hectarea
Nativitas,1,6.0000,0.0000,0.0000,0.0000,3.0000,3.0000,0.0000,Hectarea
Panotla,3,51.7500,34.6600,0.0000,12.0000,0.0000,5.0900,0.0000,Hectarea
Terrenate,4,115.3100,114.2200,0.0000,0.0000,0.0000,1.0900,0.0000,Hectarea
Tetla de la Solidaridad,4,180.6200,161.0000,0.0000,8.5300,0.0000,11.0900,0.0000,Hectarea
Tetlatlahuca,1,0.2500,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,Hectarea
Tlaxco,15,1000.4100,420.1000,0.0000,256.1100,26.6600,297.5500,0.0000,Hectarea
Xaloztoc,1,19.0000,0.0000,0.0000,0.0000,0.0000,19.0000,0.0000,Hectarea
Xaltocan,2,3.3000,0.0000,0.0000,2.0000,0.0000,1.3000,0.0000,Hectarea
Yauhquemecan,2,73.0000,13.7100,0.0000,32.2600,0.0000,27.0300,0.0000,Hectarea
San Damian Texoloc,1,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
San Lucas Tecopilco,1,10.0000,0.0000,0.0000,3.4200,0.0000,6.5800,0.0000,Hectarea
Santa Ana Nopalucan,1,14.8000,0.0000,0.0000,14.8000,0.0000,0.0000,0.0000,Hectarea
Veracruz de Ignacio de la Llave,286,18177.0400,8710.8400,288.9000,636.8100,2279.6300,6260.8600,288.9000,Hectarea
Acayucan,3,11.9400,9.0000,0.0000,0.0000,0.0000,2.9400,0.0000,Hectarea
Actopan,3,216.4800,100.0000,0.0000,0.0000,0.0000,116.4800,0.0000,Hectarea
Acula,1,398.0000,398.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Acultzingo,10,2358.3700,1119.5300,0.0000,0.0000,0.0000,1238.8500,0.0000,Hectarea
Alto Lucero de Gutierrez Barrios,1,3.1500,3.1500,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Altotonga,1,0.2500,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Alvarado,2,75.9200,0.0000,0.0000,0.0000,24.7200,51.1900,0.0000,Hectarea
Naranjos Amatlan,1,0.9000,0.5000,0.0000,0.0000,0.0000,0.4000,0.0000,Hectarea
Amatlan de los Reyes,1,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,Hectarea
angel R. Cabada,1,52.5000,52.5000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
La Antigua,1,98.0200,88.0000,10.0000,0.0000,0.0000,0.0200,10.0000,Hectarea
Apazapan,1,4.8300,3.4600,0.0000,0.0000,0.0000,1.3800,0.0000,Hectarea
Atzacan,2,7.7600,4.0000,0.0000,0.0000,0.0000,3.7600,0.0000,Hectarea
Atzalan,3,7.9900,2.5600,0.0000,0.0000,0.0000,5.4300,0.0000,Hectarea
Tlaltetela,4,415.7800,45.0200,3.5700,0.0000,260.8600,106.3300,3.5700,Hectarea
Boca del Rio,1,26.5000,0.0000,0.0000,0.0000,26.5000,0.0000,0.0000,Hectarea
Calcahualco,1,2.7600,0.0000,0.0000,2.0000,0.0000,0.7600,0.0000,Hectarea
Carrillo Puerto,1,21.5000,0.0000,0.0000,0.0000,0.0000,21.5000,0.0000,Hectarea
Coacoatzintla,1,105.5000,105.5000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Coahuitlan,1,15.4100,11.7000,0.0000,0.0000,3.7000,0.0000,0.0000,Hectarea
Coatepec,2,19.5800,2.5200,0.0000,0.0000,1.9200,15.1400,0.0000,Hectarea
Coatzintla,1,0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,Hectarea
Cosamaloapan de Carpio,2,104.3900,0.0000,0.0000,0.0000,5.4500,98.9400,0.0000,Hectarea
Coscomatepec,2,19.3100,17.0000,0.0000,0.0000,0.0000,2.3100,0.0000,Hectarea
Chalma,3,290.1500,131.4900,41.1000,0.0000,100.0000,17.5600,41.1000,Hectarea
Chiconquiaco,2,73.0000,73.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Chicontepec,11,375.9800,0.5100,0.2600,8.9700,0.3800,365.8600,0.2600,Hectarea
Chinampa de Gorostiza,2,10.0000,1.5000,0.0000,0.0000,0.0000,8.5000,0.0000,Hectarea
Las Choapas,17,914.0700,534.0000,0.0000,0.0000,230.0000,150.0700,0.0000,Hectarea
Chontla,1,3.8000,0.5000,0.0000,0.0000,0.0000,3.3000,0.0000,Hectarea
Emiliano Zapata,3,37.5000,31.5000,0.0000,1.5000,0.0000,4.5000,0.0000,Hectarea
Espinal,1,86.0000,0.0000,0.0000,0.0000,0.0000,86.0000,0.0000,Hectarea
Hidalgotitlan,1,117.5000,117.5000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Huayacocotla,12,1338.2200,602.6400,11.0000,565.4100,0.0000,159.1600,11.0000,Hectarea
Hueyapan de Ocampo,3,20.6700,11.0000,0.0000,3.0000,0.0000,6.6700,0.0000,Hectarea
Isla,4,44.4100,20.5700,0.0000,0.0000,14.7100,9.1400,0.0000,Hectarea
Ixhuacan de los Reyes,2,60.4600,60.4600,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Ixhuatlan de Madero,5,21.2700,7.1500,0.0000,0.0000,3.0000,11.1100,0.0000,Hectarea
Ixmatlahuacan,1,156.2500,156.2500,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Ixtaczoquitlan,1,8.1600,7.6000,0.0000,0.0000,0.0000,0.5600,0.0000,Hectarea
Jalcomulco,2,21.3300,4.5300,3.3000,5.5100,0.5000,7.5000,3.3000,Hectarea
Jaltipan,3,145.0000,86.0000,0.0000,8.0000,20.0000,31.0000,0.0000,Hectarea
